Optimum Control ID,OC Description,SalesGroup,Combined Label,Red,Yellow,Green,GHG Emission (g),N lost (g),Land Use (m^2),Freshwater Withdrawals (L),Stress-Weighted Water Use (L),GHG Emission (g) / 100g,N lost (g) / 100g,Freshwater Withdrawals (L) / 100g,Stress-Weighted Water Use (L) / 100g,Land Use (m^2) / 100g
R-63843,BEV|Water|Smart|1 ltr,BEVERAGE,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-41284,BEV|Water|Smart|591ml,BEVERAGE,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-50479,BEV|Water|Vitamin|Energy,BEVERAGE,Green,False,False,True,0.0,0.0,0.0,0.59,0.59,0,0,0.1,0.1,0
R-37754,BEV|Water|Vitamin|Essential,BEVERAGE,Green,False,False,True,0.0,0.0,0.0,0.59,0.59,0,0,0.1,0.1,0
R-37753,BEV|Water|Vitamin|Focus,BEVERAGE,Green,False,False,True,0.0,0.0,0.0,0.59,0.59,0,0,0.1,0.1,0
R-56124,BEV|Water|Vitamin|Lemon Squeez,BEVERAGE,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-37762,BEV|Water|Vitamin|Mega,BEVERAGE,Green,False,False,True,0.0,0.0,0.0,0.59,0.59,0,0,0.1,0.1,0
R-37752,BEV|Water|Vitamin|Multi V,BEVERAGE,Green,False,False,True,0.0,0.0,0.0,0.59,0.59,0,0,0.1,0.1,0
R-37747,BEV|Water|Vitamin|Rise,BEVERAGE,Green,False,False,True,0.0,0.0,0.0,0.59,0.59,0,0,0.1,0.1,0
R-37714,BEV|Water|Vitamin|Shine,BEVERAGE,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-64389,BEV|Water|Vitamin|Squeeze,BEVERAGE,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-37751,BEV|Water|Vitamin|XOXOX,BEVERAGE,Green,False,False,True,0.0,0.0,0.0,0.59,0.59,0,0,0.1,0.1,0
R-37750,BEV|Water|Vitamin|XXX,BEVERAGE,Green,False,False,True,0.0,0.0,0.0,0.59,0.59,0,0,0.1,0.1,0
R-56106,BEV|Wild Tea Kombucha|Cola,BEVERAGE,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-56313,BEV|Wild Tea Kombucha|Crm Soda,BEVERAGE,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-56026,BEV|Wild Tea Kombucha|Orange,BEVERAGE,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-56512,BEV|Wild Tea Kombucha|Rootbeer,BEVERAGE,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-41597,BEV|Yerba Mate|Bluephoria,BEVERAGE,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-20309,BEV|Yerba Mate|Bulk 12oz,BEVERAGE,Green,False,False,True,0.0,0.0,0.0,0.39,0.39,0,0,0.11,0.11,0
R-20308,BEV|Yerba Mate|Bulk 16oz,BEVERAGE,Green,False,False,True,0.0,0.0,0.0,0.52,0.52,0,0,0.11,0.11,0
R-40880,BEV|Yerba Mate|Classic Gold,BEVERAGE,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-37765,BEV|Yerba Mate|Cranberry Pom,BEVERAGE,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-37826,BEV|Yerba Mate|Enlighten Mint,BEVERAGE,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-41985,BEV|Yerba Mate|Grapefruit Ging,BEVERAGE,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-37764,BEV|Yerba Mate|Lemon Elation,BEVERAGE,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-38039,BEV|Yerba Mate|Revel Berry,BEVERAGE,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-63862,BEV|Yerba Mate|Unsweetened,BEVERAGE,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-45977,BEV|Yogurt Drink|Asst,BEVERAGE,Yellow,False,True,False,2.9782,0.02607,0.00226,0.26,13.0,297.82,2.61,26,1300,0.23
R-46645,BVSTO - Alder Smoked Salmon,GV - FLEX BC,Red,True,False,False,821.9623529,11.57882353,1.136470588,260.52,1397.47,967.01,13.62,306.49,1644.08,1.34
R-46649,BVSTO - Fire Roasted Corn PTN,GV - FLEX BC,Green,False,False,True,80.92547565,0.351283909,0.233442098,3.95,146.76,53.24,0.23,2.6,96.55,0.15
R-46646,BVSTO - Wild Mushroom Ragout,GV - FLEX BC,Yellow,False,True,False,361.5178579,2.78337499,0.891847748,50.64,2966.08,190.27,1.46,26.65,1561.09,0.47
R-46642,BVSTO -Bannock Portion,GV - FLEX BC,Yellow,False,True,False,523.8870012,4.518535886,0.890182359,66.3,2667.3,299.36,2.58,37.89,1524.17,0.51
R-46647,BVSTO- Wild & Brown Rice Pilaf,GV - FLEX BC,Green,False,False,True,209.37036,0.660774124,0.358527222,82.0,419.49,121.73,0.38,47.67,243.89,0.21
R-54947,CAL|Black bean soup|AAD,GV - CALIENTE,Green,False,False,True,462.8421679,1.949100271,3.135522668,3.98,206.12,114.28,0.48,0.98,50.89,0.77
R-44394,CAL|Bowl|Cabo,GV - CALIENTE BRUNCH,Red,True,False,False,1628.813163,21.16713424,3.198679194,266.81,8185.23,433.77,5.64,71.05,2179.82,0.85
R-44593,CAL|Bowl|Cozumel Brunch,GV - CALIENTE BRUNCH,Red,True,False,False,1535.372814,19.67588886,3.186071,264.79,8660.72,487.42,6.25,84.06,2749.43,1.01
R-55154,CAL|Bowl|Guacamole|AAD,GV - CALIENTE,Green,False,False,True,397.7535519,1.662503401,1.073949765,66.36,1524.18,115.29,0.48,19.23,441.79,0.31
R-62018,CAL|Bowl|Havana|Add Chicken,GV - CALIENTE,Yellow,False,True,False,1119.476512,15.49664906,3.656815909,125.48,756.65,260.34,3.6,29.18,175.97,0.85
R-64909,CAL|Bowl|Havana|Add Scallop,GV - CALIENTE,Green,False,False,True,742.1927683,6.192979135,2.293884029,83.12,672.56,190.31,1.59,21.31,172.45,0.59
R-35896,CAL|Bowl|Havana|Plant based,GV - CALIENTE,Green,False,False,True,768.2732458,2.766460163,2.70385033,83.45,664.53,185.13,0.67,20.11,160.13,0.65
R-35900,CAL|Bowl|Latino|AAD,GV - CALIENTE,Green,False,False,True,701.5034736,3.1649178,3.144834186,73.51,1891.97,179.87,0.81,18.85,485.12,0.81
R-44635,CAL|Bowl|Milagro Brunch,GV - CALIENTE BRUNCH,Yellow,False,True,False,1240.382538,20.29665756,3.961859588,176.85,961.31,287.79,4.71,41.03,223.04,0.92
R-59593,CAL|Bowl|Mojo Pork,GV - CALIENTE,Yellow,False,True,False,1492.288729,14.26644541,4.155533895,246.8,5586.13,355.31,3.4,58.76,1330.03,0.99
R-57069,CAL|bowl|pozole,GV - CALIENTE,Red,True,False,False,1717.15521,18.72334474,4.190225075,240.88,7502.38,451.88,4.93,63.39,1974.31,1.1
R-68790,CAL|Bowl|Pozole-tots|AAD,GV - CALIENTE,Red,True,False,False,1688.912795,19.31572293,4.023508844,238.32,7183.37,442.12,5.06,62.39,1880.46,1.05
R-56647,CAL|Bowl|Quesadillia||AAD,SPECIALS,Yellow,False,True,False,295.75289,2.643357598,0.780611256,35.24,1751.11,246.46,2.2,29.37,1459.26,0.65
R-17487,CAL|Bowl|Roja-tots|AAD,GV - CALIENTE,Green,False,False,True,656.7190015,8.015218155,1.037230067,74.89,2170.48,148.58,1.81,16.94,491.06,0.23
R-61839,CAL|Bowl|Scramble-Mexi,GV - CALIENTE BRUNCH,Yellow,False,True,False,955.0098121,10.48374018,2.511225729,210.11,3398.78,248.05,2.72,54.57,882.8,0.65
R-44634,CAL|Bowl|Siesta|AAD,GV - CALIENTE BRUNCH,Yellow,False,True,False,992.5292553,8.886684462,3.012369972,116.03,3046.7,203.8,1.82,23.83,625.61,0.62
R-46511,CAL|Enchilada|Jalepeno ricotta,GV - CALIENTE,Green,False,False,True,642.8460275,6.578094907,1.278204508,61.95,2770.82,169.62,1.74,16.35,731.09,0.34
R-54196,CAL|Enchilada|Spinach feta|AAD,SPECIALS,Red,True,False,False,548.7395153,5.644097813,0.78689195,90.73,4154.55,383.73,3.95,63.45,2905.28,0.55
R-61851,CAL|Pork breakfast bowl,GV - CALIENTE,Red,True,False,False,1809.294462,20.17195275,4.076983035,342.85,7654.26,358.28,3.99,67.89,1515.7,0.81
R-46549,CAL|Quesadilla|black bean tofu,GV - CALIENTE FEATURE,Yellow,False,True,False,440.5041906,4.335631199,0.604814419,64.85,3317.94,275.32,2.71,40.53,2073.71,0.38
R-53240,CAL|Quinoa enchilada|SPEC,GV - CALIENTE,Yellow,False,True,False,1100.527762,10.64981638,1.76422864,138.26,7082.62,230.86,2.23,29,1485.76,0.37
R-69619,CAL|Rst Pepper Quesadilla|AAD,SPECIALS,Red,True,False,False,370.8337407,3.523407836,0.864785415,52.79,2636.66,394.5,3.75,56.16,2804.96,0.92
R-45067,CAL|Sauce|Salsa Verde,GV - CALIENTE,Yellow,False,True,False,96.90741767,0.355103703,0.379369388,4.07,177.41,323.02,1.18,13.57,591.37,1.26
R-44784,CAL|Side|Brown Rice Chipotle,GV - CALIENTE BRUNCH,Green,False,False,True,155.2329221,0.384858947,0.135477474,94.76,281.63,119.41,0.3,72.89,216.64,0.1
R-44889,CAL|Side|Chips & Salsa,GV - CALIENTE,Green,False,False,True,56.273559,1.307595,0.07370844,2.16,111.79,24.41,0.57,0.94,48.5,0.03
R-44515,CAL|Side|Corn Elote,GV - CALIENTE,Green,False,False,True,115.8132926,0.89130573,0.18064808,7.23,227.37,68.53,0.53,4.28,134.54,0.11
R-44791,CAL|Side|Guacamole,GV - CALIENTE,Green,False,False,True,20.24054582,0.119628755,0.037047001,0.19,1.73,44.98,0.27,0.42,3.84,0.08
R-47363,CAL|Side|Pico de Gallo,GV - CALIENTE,Green,False,False,True,84.80949097,1.08350542,0.043872326,8.36,475.32,70.67,0.9,6.97,396.1,0.04
R-44520,CAL|Side|Potato Los Cabos,GV - CALIENTE BRUNCH,Green,False,False,True,125.7760251,0.936407269,0.249989956,1.41,26.19,135.24,1.01,1.52,28.16,0.27
R-36628,CAL|Side|Rice&Beans,GV - CALIENTE,Green,False,False,True,187.8000889,0.629811988,0.911056612,36.7,178.02,156.5,0.52,30.58,148.35,0.76
R-45102,CAL|Side|Sauce Corn Salsa,GV - CALIENTE,Green,False,False,True,31.42437392,0.187829866,0.078025843,1.33,30.06,142.84,0.85,6.05,136.64,0.35
R-46335,CAL|Side|Spanish Potatoes,GV - CALIENTE,Green,False,False,True,125.7760251,0.936407269,0.249989956,1.41,26.19,135.24,1.01,1.52,28.16,0.27
R-53289,CAL|Soup|Mexican Veggie|350ml,GV - CALIENTE,Green,False,False,True,167.7504283,1.367821374,0.472850644,10.72,470.12,41.42,0.34,2.65,116.08,0.12
R-35269,CAL|SOUP|Quinoa Tortilla|350ml,FOOD,Green,False,False,True,226.6962156,1.040706351,0.521443318,25.95,895.44,41.6,0.19,4.76,164.3,0.1
R-52755,CAL|Soup|SP,GV - CALIENTE,Green,False,False,True,660.4335976,13.76047667,1.795644672,50.93,646.78,161.87,3.37,12.48,158.52,0.44
R-50329,CAL|Soup|SP1,GV - CALIENTE,Green,False,False,True,112.8225667,1.161652475,0.273092806,7.79,333.61,35.26,0.36,2.43,104.25,0.09
R-50339,CAL|Soup|SP2,GV - CALIENTE,Green,False,False,True,0.0,0.0,0.0,1.0,1.0,0,0,0.1,0.1,0
R-65938,CAL|Soup|Tortilla + pork belly,GV - CALIENTE,Green,False,False,True,665.179834,7.898558439,1.5675088,105.73,3195.56,144.6,1.72,22.98,694.69,0.34
R-44511,CAL|Soup|Tortilla Chicken|350,GV - CALIENTE,Yellow,False,True,False,742.563968,14.98809404,2.072167262,56.11,748.53,177.65,3.59,13.42,179.07,0.5
R-64102,CAL|Soup|Tortilla veggie|AAD,GV - CALIENTE,Green,False,False,True,225.7885621,1.607716653,0.708767703,12.31,604.76,55.34,0.39,3.02,148.23,0.17
R-70077,CAL|Spanish Pie|AAD,GV FRESH FARE DAY,Red,True,False,False,1219.751946,10.92602805,3.155279387,208.89,5569.72,1219.75,10.93,208.89,5569.72,3.16
R-68789,CAL|taco|Bean& Hominy(1)|AAD,GV - CALIENTE,Green,False,False,True,217.5794134,0.990897521,1.034542918,5.41,172.01,182.84,0.83,4.55,144.55,0.87
R-70189,CAL|taco|Black Bean (1)|AAD,GV - CALIENTE,Yellow,False,True,False,178.6434134,0.720897521,0.964942918,3.65,158.03,226.13,0.91,4.62,200.04,1.22
R-62017,CAL|Taco|Cauliflower(1)AAD,GV - CALIENTE,Green,False,False,True,137.7455002,1.220057479,0.411795146,17.86,660.75,136.38,1.21,17.68,654.21,0.41
R-50330,CAL|Taco|Chicken BBQ(1)|AAD,GV - CALIENTE,Red,True,False,False,303.3140923,7.002766307,0.740457784,23.11,90.34,361.09,8.34,27.51,107.55,0.88
R-55298,CAL|Taco|ChickenMole|AAD,GV - CALIENTE,Red,True,False,False,383.440971,6.241303547,0.886677822,30.07,1027.37,603.84,9.83,47.35,1617.91,1.4
R-50528,CAL|Taco|Chorizo|AAD,GV - CALIENTE FEATURE,Red,True,False,False,1077.280169,14.48795895,2.304934902,196.04,5896.91,875.84,11.78,159.38,4794.24,1.87
R-64940,CAL|Taco|crispy Chicken(1)|AAD,GV - CALIENTE,Red,True,False,False,269.9304493,6.015788333,0.649877605,19.82,83.35,385.61,8.59,28.31,119.07,0.93
R-70665,CAL|Taco|crispy prawn|AAD,OK - SQUARE MEAL,Red,True,False,False,673.8203766,2.455336217,0.301982828,50.05,1533.51,1028.73,3.75,76.41,2341.24,0.46
R-69681,CAL|Taco|CumminChicken(1)|AAD,GV - CALIENTE,Red,True,False,False,258.8684367,5.451481816,0.640913946,18.48,116.98,369.81,7.79,26.4,167.11,0.92
R-64946,CAL|Taco|Jerk jackfruit (1),GV - CALIENTE,Green,False,False,True,110.7981702,0.401778343,0.37080305,2.36,70.14,133.49,0.48,2.84,84.51,0.45
R-35879,CAL|Taco|ocean wise|Cod(1)|AAD,GV - CALIENTE,Yellow,False,True,False,477.9844532,5.085972024,0.834230084,112.73,1698.78,336.61,3.58,79.39,1196.32,0.59
R-56711,CAL|Taco|Oceanwise|Prawn(1),GV - CALIENTE,Yellow,False,True,False,595.522632,2.039621817,0.242911803,30.23,1202.98,517.85,1.77,26.29,1046.07,0.21
R-64439,CAL|Taco|Oceanwise|scallop(1),GV - CALIENTE FEATURE,Green,False,False,True,167.3955937,2.739658187,0.256187865,2.43,78.65,183.95,3.01,2.67,86.43,0.28
R-57237,CAL|Taco|Oceanwise|seaweed,SPECIALS,Green,False,False,True,77.91352396,0.701332505,0.245320192,6.34,272.11,86.57,0.78,7.04,302.34,0.27
R-61837,CAL|Taco|Oceanwise|Shrimp(1),GV - CALIENTE FEATURE,Red,True,False,False,827.9464531,2.861542923,0.164537354,47.25,1889.21,1022.16,3.53,58.33,2332.36,0.2
R-66140,CAL|Taco|OW|cod fritter(1),GV - CALIENTE,Red,True,False,False,441.9780971,4.458923423,1.1062608,105.16,1757.57,485.69,4.9,115.56,1931.4,1.22
R-68791,CAL|Taco|Picadillo Beef(1)|AAD,GV - CALIENTE,Red,True,False,False,2691.857867,21.31189929,8.050911871,111.13,4232.32,1806.62,14.3,74.58,2840.48,5.4
R-32940,CAL|taco|plant based|Bean&Rice,GV - CALIENTE,Green,False,False,True,161.4142293,0.815979066,0.630800572,22.52,265.77,148.09,0.75,20.66,243.83,0.58
R-57235,CAL|Taco|plant based|corn(1)|A,GV - CALIENTE FEATURE,Green,False,False,True,186.3040419,1.393492716,0.766884686,12.68,548.45,174.12,1.3,11.85,512.57,0.72
R-57238,CAL|Taco|plantbase|Tofu(1)|AAD,SPECIALS,Yellow,False,True,False,257.6786972,0.787230191,1.21941861,2.07,65.22,296.18,0.9,2.38,74.97,1.4
R-61835,CAL|Taco|Porkbellytajin(1)|AAD,GV - CALIENTE FEATURE,Red,True,False,False,428.9601949,5.39314474,0.925424535,68.18,2111.11,424.71,5.34,67.5,2090.21,0.92
R-44583,CAL|Taco|Pulled pork(1)|AAD,GV - CALIENTE,Red,True,False,False,827.9122135,10.34716332,1.719270295,140.54,4312.37,811.68,10.14,137.78,4227.81,1.69
R-55282,CAL|Taco|Steak(1)|AAD,GV - CALIENTE,Red,True,False,False,3607.915167,28.16949715,11.12531036,144.57,5270.5,3681.55,28.74,147.52,5378.06,11.35
R-35882,CAL|Taco|Sweet Potato|1 pc|AAD,FT BUENO,Green,False,False,True,91.58015276,0.744121296,0.152526868,2.96,124.23,82.5,0.67,2.67,111.92,0.14
R-54173,CALI|Churros|THREE,SPECIALS,Red,True,False,False,90.21896939,0.480270918,0.113978265,3.48,396.68,501.22,2.67,19.33,2203.78,0.63
R-54868,Calzone|Superbowl|Artichoke|SP,SPECIALS,Red,True,False,False,55.4254,0.9259,0.10379,9.58,282.26,346.41,5.79,59.88,1764.12,0.65
R-64399,ChickenDonair|popRS,SPECIALS,Yellow,False,True,False,600.9647192,12.90949543,1.441973563,48.69,631.42,220.94,4.75,17.9,232.14,0.53
R-62976,CONTAINER|Add Cup,OK - GRAB & GO,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-12404,CONTAINER|Ceramic Mug,BEVERAGE,Green,False,False,True,0.0,0.0,0.0,1.0,1.0,0,0,0.1,0.1,0
R-19702,CONTAINER|Eco-To-Go ,Own Container,Green,False,False,True,0.0,0.0,0.0,1.0,1.0,0,0,0.1,0.1,0
R-63845,CONTAINER|Own Container ,Own Container,Green,False,False,True,0.0,0.0,0.0,1.0,1.0,0,0,0.1,0.1,0
R-13175,CONTAINER|Own Container Credit,Own Container,Green,False,False,True,0.0,0.0,0.0,1.0,1.0,0,0,0.1,0.1,0
R-63865,CONTAINER|Own Container.,Own Container,Green,False,False,True,0.0,0.0,0.0,1.0,1.0,0,0,0.1,0.1,0
R-63863,CONTAINER|Own Cup,Own Container,Green,False,False,True,0.0,0.0,0.0,1.0,1.0,0,0,0.1,0.1,0
R-63864,CONTAINER|Paper Cup Charge,SUPPLY,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-45806,CONTAINER|Paper Cup Charge.,SUPPLY,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-13572,CONTAINER|Take Out,SUPPLY,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
R-30499,DEL|Des|Soft Serve|8oz,GV - DELISH,Green,False,False,True,0.222372267,0.00194656,0.000168747,0.17,1.12,0.1,0,0.08,0.5,0
R-50538,DEL|Panini|Chick&Brie,GV - DELISH,Green,False,False,True,959.9964791,19.76090066,2.326820999,99.4,2171.27,147.69,3.04,15.29,334.04,0.36
R-50537,DEL|Panini|Fire roasted Farm,GV - DELISH,Green,False,False,True,839.3548014,10.26513052,1.254142612,104.64,5112.39,129.13,1.58,16.1,786.52,0.19
R-50308,DEL|Panini|Margarita,GV - DELISH,Red,True,False,False,837.2470483,8.8001756,0.943727839,130.5,6731.31,394.99,4.15,61.57,3175.61,0.45
R-55095,DEL|Panini|Roasted Veg,GV - DELISH,Green,False,False,True,839.3548014,10.26513052,1.254142612,104.64,5112.39,129.13,1.58,16.1,786.52,0.19
R-50304,DEL|Panini|SP,GV - DELISH,Green,False,False,True,0.09515625,0.000925,0.000305625,1.03,1.8,0.04,0,0.41,0.71,0
R-49825,DEL|Pasta Pesto|Salad,GV - DELISH,Green,False,False,True,256.2065168,3.142406424,0.729372259,58.85,1926.93,73.2,0.9,16.81,550.55,0.21
R-58379,DEL|Salad|Apple pecan ,GV - DELISH,Yellow,False,True,False,576.1514674,5.212709373,1.209419866,95.65,5166.25,180.05,1.63,29.89,1614.45,0.38
R-56869,DEL|Salad|avocado truf + egg,SPECIALS,Green,False,False,True,381.1311288,4.171402642,1.226543015,39.68,1296.92,131.42,1.44,13.68,447.21,0.42
R-62269,DEL|Salad|Avocado truffle,SPECIALS,Green,False,False,True,219.4086484,1.485948455,0.583216763,13.92,544.03,104.48,0.71,6.63,259.06,0.28
R-55142,DEL|Salad|Baja goat cheese|AAD,GV - DELISH,Yellow,False,True,False,707.5722086,4.431253815,2.26765479,86.04,4980.47,181.43,1.14,22.06,1277.04,0.58
R-64467,DEL|Salad|Baja|CHICKEN,GV - DELISH,Yellow,False,True,False,1084.699584,14.28951163,3.260762603,117.29,5008.72,233.27,3.07,25.22,1077.14,0.7
R-46547,DEL|Salad|Bandit,GV - DELISH,Green,False,False,True,496.3628579,4.901992561,0.670003447,60.74,2820.88,168.26,1.66,20.59,956.23,0.23
R-62529,DEL|Salad|Bandit|Chicken,GV - DELISH,Yellow,False,True,False,883.0182329,14.76025037,1.751911259,89.85,2812.64,238.65,3.99,24.28,760.17,0.47
R-43698,DEL|Salad|Blueberry BC,GV - DELISH,Green,False,False,True,283.6642498,1.83256542,0.787584799,25.94,1108.11,97.82,0.63,8.94,382.11,0.27
R-50302,DEL|Salad|Caesar Classic,GV - DELISH,Yellow,False,True,False,602.8148318,4.541194124,1.616254188,63.82,3229.73,214.91,1.62,22.75,1151.42,0.58
R-62019,DEL|Salad|Caesar spicy,GV - DELISH,Yellow,False,True,False,445.5070875,4.008355939,1.027379432,55.25,2794.1,171.02,1.54,21.21,1072.59,0.39
R-61848,DEL|Salad|Cashew Slaw,GV - DELISH,Yellow,False,True,False,440.4538466,2.516076311,1.262711296,59.59,3963.98,154.55,0.88,20.91,1390.87,0.44
R-50301,DEL|Salad|Cobb ,GV - DELISH,Yellow,False,True,False,652.5401431,7.114846459,1.84529904,76.67,3469.57,163.14,1.78,19.17,867.39,0.46
R-57281,DEL|Salad|Gather Greenery,GV - DELISH,Green,False,False,True,181.6411331,1.555385346,0.538549777,16.69,544.59,82.56,0.71,7.59,247.54,0.24
R-55144,DEL|Salad|Greek,GV - DELISH,Yellow,False,True,False,674.9744817,6.953733833,1.045072756,94.39,4664.42,230.37,2.37,32.22,1591.95,0.36
R-62530,DEL|Salad|Greek chicken,GV - DELISH,Yellow,False,True,False,939.6057877,16.36873111,2.007230292,98.94,3071.0,270,4.7,28.43,882.47,0.58
R-44324,DEL|Salad|Marinated Tofu,GV - DELISH,Green,False,False,True,324.3671615,1.925309666,0.892310776,10.45,371.92,110.89,0.66,3.57,127.15,0.31
R-40545,DEL|Salad|Mediteranean Chicken,GV - DELISH,Yellow,False,True,False,1106.299461,19.48919659,2.855262135,147.98,2745.93,202.99,3.58,27.15,503.84,0.52
R-62440,DEL|Salad|Mediteranean Salad,GV - DELISH,Green,False,False,True,467.7254248,2.960598198,1.182681668,95.58,2698.44,107.52,0.68,21.97,620.33,0.27
R-57064,DEL|Salad|Pumpkin,GV - DELISH,Green,False,False,True,267.5968938,1.289512506,0.726216037,8.3,267.79,144.65,0.7,4.49,144.75,0.39
R-56656,DEL|Salad|Sesame shallot tofu,SPECIALS,Green,False,False,True,113.1294713,1.057290762,0.255010558,10.31,520.72,89.08,0.83,8.12,410.02,0.2
R-43694,DEL|Salad|Smoked BC Tofu,GV - DELISH,Green,False,False,True,245.7650548,1.522012781,0.674240738,8.2,322.51,102.4,0.63,3.42,134.38,0.28
R-56513,DEL|Salad|Spicy Caesar Chicken,GV - DELISH,Yellow,False,True,False,867.1864625,14.33311375,1.045407812,94.3,3224.66,254.68,4.21,27.69,947.04,0.31
R-48119,DEL|Salad|Superfood Crunch|Sp,SPECIALS,Green,False,False,True,190.2384539,0.831410093,0.629360377,9.68,480.36,86.47,0.38,4.4,218.35,0.29
R-40587,DEL|Salad|Thai Chicken,GV - DELISH,Yellow,False,True,False,1009.791498,17.26094039,2.287544796,223.67,3190.42,250.11,4.28,55.4,790.22,0.57
R-50300,DEL|Salad|Ubc Fresh,GV - DELISH,Green,False,False,True,216.7436478,1.903499335,0.718876906,7.57,266.06,96.33,0.85,3.36,118.25,0.32
R-40544,DEL|Salad|Warm Roast Vegetable,GV - DELISH,Green,False,False,True,380.158197,2.596176332,0.981739142,64.84,1603.41,81.67,0.56,13.93,344.45,0.21
R-46074,DEL|Smoothie-|Bna Almnd Buta,GV - DELISH,Green,False,False,True,169.4325927,0.488465878,0.549265541,2.19,128.61,46.42,0.13,0.6,35.24,0.15
R-56613,DEL|Smoothie|Almonds forever,GV - DELISH,Red,True,False,False,377.4356904,1.461841346,0.965369231,106.51,7118.4,531.6,2.06,150.01,10025.92,1.36
R-47777,DEL|Smoothie|Apple Cinnamon,GV - DELISH,Yellow,False,True,False,249.0260246,1.047783226,0.448651966,95.95,5619.27,119.72,0.5,46.13,2701.57,0.22
R-44306,DEL|Smoothie|Banana Matcha ,GV - DELISH,Green,False,False,True,0.780648125,0.004219035,0.001520083,0.2,11.7,78.06,0.42,20,1170,0.15
R-43697,DEL|Smoothie|Blueberry Boost ,GV - DELISH,Red,True,False,False,4.520079494,0.018894668,0.003462491,0.77,32.31,452.01,1.89,77,3231,0.35
R-50299,DEL|Smoothie|Bubble Tea,GV - DELISH,Green,False,False,True,0.0,0.0,0.0,1.0,1.0,0,0,0.08,0.08,0
R-55185,DEL|Smoothie|C++,GV - DELISH,Green,False,False,True,1.197754198,0.005269876,0.002916909,0.01,0.04,119.78,0.53,1,4,0.29
R-44591,DEL|Smoothie|Chocohlic ,GV - DELISH,Green,False,False,True,2.244144911,0.005474261,0.007008349,0.13,5.0,224.41,0.55,13,500,0.7
R-36817,DEL|Smoothie|Delish,GV - DELISH,Yellow,False,True,False,2.867474169,0.012588542,0.00280904,0.41,17.4,286.75,1.26,41,1740,0.28
R-56680,DEL|Smoothie|Green means go,GV - DELISH,Green,False,False,True,0.826275546,0.006488416,0.00167558,0.21,6.93,82.63,0.65,21,693,0.17
R-40466,DEL|Smoothie|Hawaiian Sun,GV - DELISH,Green,False,False,True,418.560832,0.822512118,0.346723878,9.71,620.75,120.28,0.24,2.79,178.38,0.1
R-50298,DEL|Smoothie|Nojito,GV - DELISH,Green,False,False,True,0.146364281,0.000608014,0.000217643,0.0,0.09,14.64,0.06,0,9,0.02
R-36814,DEL|Smoothie|Orange Zinger,GV - DELISH,Green,False,False,True,150.3249251,1.093971004,0.385330747,4.94,155.6,85.9,0.63,2.82,88.91,0.22
R-36763,DEL|Smoothie|Rise & Shine,GV - DELISH,Green,False,False,True,2.406160253,0.00825705,0.001948828,0.24,10.22,240.62,0.83,24,1022,0.19
R-49573,DEL|Smoothie|Shamrock Shake|Sp,GV - DELISH,Green,False,False,True,149.2814652,1.068435637,0.368096334,12.93,746.19,36.23,0.26,3.14,181.11,0.09
R-49036,DEL|Smoothie|Strwbry Cupid,GV - DELISH,Red,True,False,False,7.412514492,0.047002769,0.009094246,1.2,52.45,741.25,4.7,120,5245,0.91
R-70824,DEL|Strawberry Salad|AAD,GV - DELISH,Yellow,False,True,False,362.482939,1.363779682,0.689010384,100.09,6235.31,190.78,0.72,52.68,3281.74,0.36
R-53335,DES||Johnny's Apple Pie|Sp,SPECIALS,Green,False,False,True,379.0890927,0.73553426,0.487816658,80.13,4640.78,37.91,0.07,8.01,464.08,0.05
R-13183,DES|Bar|Granola|UBC,GV - DESSERT,Green,False,False,True,0.0,0.0,0.0,1.0,1.0,0,0,0.1,0.1,0
