Optimum Control ID,OC Description,SalesGroup,Combined Label,Red,Yellow,Green,GHG Emission (g),N lost (g),Land Use (m^2),Freshwater Withdrawals (L),Stress-Weighted Water Use (L),GHG Emission (g) / 100g,N lost (g) / 100g,Freshwater Withdrawals (L) / 100g,Stress-Weighted Water Use (L) / 100g,Land Use (m^2) / 100g
R-27275,FF|Bowl|Black Bean Break|AAD,GV FRESH FARE BREAKFAST,Green,False,False,True,645.2881825,5.748583237,2.792136051,67.74,1796.08,158.55,1.41,16.64,441.3,0.69
R-65942,FF|Bowl|chilimiso scramble|AAD,GV FRESH FARE BREAKFAST,Yellow,False,True,False,707.3580078,9.77771632,1.958815929,96.92,2906.92,228.18,3.15,31.26,937.72,0.63
R-32886,FF|Bowl|Curried Chickpea|AAD,SPECIALS,Green,False,False,True,511.7616988,1.925467034,2.642136976,85.67,541.11,120.41,0.45,20.16,127.32,0.62
R-43738,FF|BOWL|Dobanjiang Noodle|AAD ,OK - VEGETARIAN KITCHEN,Green,False,False,True,358.833049,3.938019172,0.909595801,66.56,2294.76,112.49,1.23,20.87,719.36,0.29
R-57179,FF|Bowl|Fajita VEG|AAD,GV FRESH FARE DAY,Green,False,False,True,634.6052329,2.725632153,2.349875226,141.37,1066.67,137.96,0.59,30.73,231.88,0.51
R-36666,FF|Bowl|Five Alarm,GV FRESH FARE DAY,Green,False,False,True,877.3553975,7.797336038,1.593644331,215.62,2465.94,186.28,1.66,45.78,523.55,0.34
R-36575,FF|Bowl|Gather|AAD,GV FRESH FARE DAY,Green,False,False,True,633.5708616,3.363113974,2.643098216,106.13,2190.02,105.6,0.56,17.69,365,0.44
R-54039,FF|Bowl|Kale|AAD,GV FRESH FARE DAY,Green,False,False,True,297.1402136,3.2964567,0.940550433,35.06,1128.78,101.41,1.13,11.97,385.25,0.32
R-53815,FF|Bowl|Kambocha breakfast,GV FRESH FARE DAY,Green,False,False,True,737.6059592,8.645744089,1.402737765,123.85,2917.36,131.72,1.54,22.12,520.96,0.25
R-55057,FF|Bowl|Mediterranean|AAD,GV FRESH FARE DAY,Yellow,False,True,False,887.8621913,6.416375875,2.795287204,137.47,3897.43,236.76,1.71,36.66,1039.31,0.75
R-64398,FF|Bowl|OysterMushroom|AAD,SPECIALS,Green,False,False,True,1043.277068,2.381793729,0.598886494,165.9,961.78,293.88,0.67,46.73,270.92,0.17
R-61859,FF|Bowl|Poached Egg Asparagus,GV FRESH FARE DAY,Yellow,False,True,False,915.8120633,7.647806733,1.632270761,219.44,2770.29,234.82,1.96,56.27,710.33,0.42
R-65761,FF|Bowl|Poached Egg Zuc.|AAD,GV FRESH FARE DAY,Green,False,False,True,869.4806291,7.408169192,1.540798325,217.84,2644.18,212.07,1.81,53.13,644.92,0.38
R-35341,FF|Bowl|Polenta|AAD,OK - SIDES,Yellow,False,True,False,746.5697941,6.392311155,1.186690184,63.96,3409.72,281.72,2.41,24.14,1286.69,0.45
R-50333,FF|Bowl|Roasted squash|AAD,GV FRESH FARE DAY,Green,False,False,True,376.08111,2.357055341,0.822257318,102.3,744.4,100.29,0.63,27.28,198.51,0.22
R-65513,FF|Bowl|Salsa scramble|AAD,GV FRESH FARE BREAKFAST,Yellow,False,True,False,928.2154369,11.24895388,2.553462287,108.16,3342.38,247.52,3,28.84,891.3,0.68
R-50334,FF|Bowl|SP2,GV FRESH FARE DAY,Green,False,False,True,756.8316605,9.412331826,2.051311343,97.56,3486.66,37.84,0.47,4.88,174.33,0.1
R-55683,FF|Bowl|St Patricks day|SP,GV FRESH FARE DAY,Yellow,False,True,False,614.1134614,6.355556373,2.06227112,57.06,1795.3,183.32,1.9,17.03,535.91,0.62
R-40621,FF|Bowl|Thai Coconut|AAD,GV FRESH FARE DAY,Green,False,False,True,548.9991469,2.002795304,0.612562209,101.37,509.11,143.34,0.52,26.47,132.93,0.16
R-51215,FF|Bowl|White bean breaky|AAD,GV FRESH FARE BREAKFAST,Yellow,False,True,False,892.7206027,7.061028737,2.052356884,169.61,3249.0,215.11,1.7,40.87,782.89,0.49
R-67295,FF|BowlEggplant miso|AAD,GV GYAZA,Green,False,False,True,753.0202077,3.374504029,1.352864317,276.78,3449.94,168.46,0.75,61.92,771.8,0.3
R-56895,FF|Brussel Sprout Pasta|AAD,OK - GLOBAL KITCHEN ,Yellow,False,True,False,710.7595357,4.305411353,2.171377333,100.52,4918.67,210.91,1.28,29.83,1459.55,0.64
R-64698,FF|Burger|TMRW mushroom crunch,GV FRESH FARE DAY,Green,False,False,True,339.5441972,1.339661499,0.956220161,10.92,414.64,146.99,0.58,4.73,179.5,0.41
R-44914,FF|Burger|Ultimate Veggie,GV FRESH FARE DAY,Yellow,False,True,False,490.5952473,3.425872239,1.176481237,62.29,3304.47,188.28,1.31,23.91,1268.18,0.45
R-37705,FF|Egg'sadilla,GV FRESH FARE BREAKFAST,Yellow,False,True,False,646.2572524,7.819259709,0.0,75.98,2236.72,257.47,3.12,30.27,891.12,0
R-36647,FF|Egg'sadilla|Black Bean|AAD,GV FRESH FARE BREAKFAST,Yellow,False,True,False,646.2572524,7.819259709,2.08096249,75.98,2236.72,257.47,3.12,30.27,891.12,0.83
R-70646,FF|Egg'sadilla|mango salsa|AAD,GV FRESH FARE BREAKFAST,Yellow,False,True,False,536.7311834,7.434064306,1.235491226,75.98,2236.72,254.37,3.52,36.01,1060.06,0.59
R-55942,FF|Falafel bowl|AAD,FEAST,Green,False,False,True,515.6310994,2.287251929,1.759566289,67.62,1240.82,203.4,0.9,26.67,489.48,0.69
R-55482,FF|French toast & fruit|Sp,SPECIALS,Yellow,False,True,False,553.1485868,3.488700932,1.289213035,101.94,3520.3,175.6,1.11,32.36,1117.56,0.41
R-47287,FF|Omelet|Egg White ,GV FRESH FARE BREAKFAST,Red,True,False,False,961.8288923,14.1348172,1.6687544,164.49,5938.86,380.17,5.59,65.02,2347.38,0.66
R-70058,FF|Omelette|3Cheese|AAD,GV FRESH FARE BREAKFAST,Red,True,False,False,1561.63714,20.07807554,2.351192527,267.87,11401.45,551.82,7.09,94.65,4028.78,0.83
R-46495,FF|Omelette|Cheese +2|AAD,GV FRESH FARE BREAKFAST,Red,True,False,False,1621.283382,23.24701771,1.709164941,273.9,10059.59,514.76,7.38,86.96,3193.95,0.54
R-46496,FF|Omelette|Cheese +3|AAD,GV FRESH FARE BREAKFAST,Red,True,False,False,2202.210282,29.65935893,1.709164941,337.3,13145.64,503.56,6.78,77.13,3005.89,0.39
R-46497,FF|Omelette|Cheese|AAD,GV FRESH FARE BREAKFAST,Red,True,False,False,1014.722933,14.35138589,1.709164941,172.16,6462.68,487.85,6.9,82.77,3107.06,0.82
R-44705,FF|Omelette|Cheese|AAD +1,GV FRESH FARE BREAKFAST,Red,True,False,False,1318.003158,18.7992018,1.709164941,223.03,8261.13,518.94,7.4,87.81,3252.68,0.67
R-70095,FF|Omelette|Mushroom&Ched|AAD,GV FRESH FARE BREAKFAST,Red,True,False,False,958.3617031,13.84563586,1.695109312,160.96,5816.81,402.67,5.82,67.63,2444.04,0.71
R-71818,FF|Omelette|Pepper&Onion|AAD,ADD ONS,Red,True,False,False,685.4173753,11.13900213,1.349480692,112.79,3352.09,599.51,9.74,98.65,2931.94,1.18
R-44732,FF|Omelette|Shitake Mozza|AAD,ADD ONS,Red,True,False,False,919.0309832,13.47823004,1.653558634,154.14,5449.86,659.61,9.67,110.63,3911.48,1.19
R-70056,FF|Omelette|Spanish|AAD,GV FRESH FARE BREAKFAST,Red,True,False,False,960.9562214,13.86984648,1.622845077,160.06,5856.1,365.38,5.27,60.86,2226.65,0.62
R-70057,FF|Omelette|SpinachFeta|AAD,GV FRESH FARE BREAKFAST,Red,True,False,False,1047.12914,14.79607554,1.771192527,177.57,6691.24,398.15,5.63,67.52,2544.2,0.67
R-32742,FF|Overnight Oats,GV FRESH FARE BREAKFAST,Yellow,False,True,False,607.3027229,1.737512167,1.194064844,119.17,4901.02,178.62,0.51,35.05,1441.48,0.35
R-61853,FF|Overnight oats|AppleCin|AAD,GV FRESH FARE BREAKFAST,Green,False,False,True,476.8648332,1.6949615,1.206463083,110.35,4061.11,140.25,0.5,32.46,1194.44,0.35
R-61855,FF|Overnight oats|Bannana|AAD,GV FRESH FARE BREAKFAST,Yellow,False,True,False,573.0464312,1.365257177,1.130242817,136.24,6703.02,163.73,0.39,38.93,1915.15,0.32
R-66411,FF|Overnight oats|blue|AAD,GV FRESH FARE BREAKFAST,Yellow,False,True,False,663.7682091,1.477885749,1.172160869,157.43,7553.77,170.2,0.38,40.37,1936.86,0.3
R-69124,FF|Overnight oats|straw|AAD,GV FRESH FARE BREAKFAST,Yellow,False,True,False,585.9435904,1.362157688,1.131685266,140.2,6860.93,160.53,0.37,38.41,1879.71,0.31
R-56959,FF|Overnite oat|Strawberry|AAD,GV FRESH FARE BREAKFAST,Green,False,False,True,339.8029259,0.98308801,0.916125782,102.79,4266.4,113.27,0.33,34.26,1422.13,0.31
R-47827,FF|Pasta|Artichoke Penne|AAD,GV FRESH FARE FEATURE,Yellow,False,True,False,856.3441705,8.458465902,1.589650641,145.65,6022.49,246.79,2.44,41.97,1735.59,0.46
R-46347,FF|Pasta|Avocado Spin old,GV FRESH FARE DAY,Yellow,False,True,False,540.7413295,4.954532989,1.41769316,112.68,4011.58,152.32,1.4,31.74,1130.02,0.4
R-68820,FF|Pasta|blanco|AAD,SPECIALS,Yellow,False,True,False,500.823,3.2679,1.132672,127.86,7033.55,158.99,1.04,40.59,2232.87,0.36
R-68821,FF|Pasta|Duxcell Spaghetti|AAD,SPECIALS,Green,False,False,True,392.0429592,4.042575606,0.888762014,75.67,3023.77,134.22,1.38,25.91,1035.19,0.3
R-61911,FF|Pasta|Ravioli butternut|AAD,GV - FLEX BC,Yellow,False,True,False,457.2043928,4.150922874,1.071297533,137.62,7179.3,114.3,1.04,34.4,1794.82,0.27
R-36568,FF|Pasta|Spinach Avocado|AAD,GV FRESH FARE DAY,Green,False,False,True,438.0568538,3.657684884,1.202987659,80.88,2880.57,140.4,1.17,25.92,923.26,0.39
R-69778,FF|pasta|Sundry tom penne|AAD,GV FRESH FARE DAY,Green,False,False,True,362.029206,3.8378946,1.021785021,91.32,2954.43,117.54,1.25,29.65,959.23,0.33
R-55234,FF|Pasta|Tomato basil|AAD,GV FRESH FARE DAY,Green,False,False,True,373.797066,3.7865046,1.049631021,92.51,2983.5,125.86,1.27,31.15,1004.55,0.35
R-17140,FF|Perogies|Veg|AAD,GV FLEX GLOBAL BOWL,Yellow,False,True,False,1124.616506,9.803582869,0.36896967,156.9,8256.76,341.56,2.98,47.65,2507.68,0.11
R-64040,FF|Pumpkin pie,SPECIALS,Green,False,False,True,127.1787296,0.573847279,0.14502051,1.83,545.97,66.94,0.3,0.96,287.35,0.08
R-70822,FF|Quesadilla|AAD,GV FRESH FARE DAY,Red,True,False,False,688.190543,6.253305778,0.855570134,87.21,5172.98,340.69,3.1,43.17,2560.88,0.42
R-56509,FF|Quesadilla|Breakfast|AAD,FT BUENO,Red,True,False,False,1558.657575,16.26859767,2.752930236,215.55,10748.97,543.09,5.67,75.1,3745.29,0.96
R-54608,FF|Ratatoullie|bowl|AAD,GV FRESH FARE FEATURE,Green,False,False,True,534.2700076,4.764024273,0.880876128,144.77,2743.92,146.38,1.31,39.66,751.76,0.24
R-53778,FF|Ravioli Squash+ Pumpkin|AAD,SPECIALS,Yellow,False,True,False,234.946365,2.574002941,0.526364114,52.64,1936.9,146.84,1.61,32.9,1210.56,0.33
R-47096,FF|Risotto|Mushroom|Herbs&chee,GV FRESH FARE FEATURE,Green,False,False,True,474.4115961,1.813030889,1.12594736,97.08,1003.36,158.14,0.6,32.36,334.45,0.38
R-55151,FF|Risotto|Primavera|AAD,GV FRESH FARE FEATURE,Green,False,False,True,363.458008,2.029767704,0.958151428,97.95,1076.39,128.43,0.72,34.61,380.35,0.34
R-55148,FF|Risotto|Squash|Herbs&cheese,GV FRESH FARE FEATURE,Green,False,False,True,331.4368294,2.105770467,0.628690292,100.22,1129.23,118.37,0.75,35.79,403.3,0.22
R-50534,FF|Salad|UBC Power|22/23,GV FRESH FARE FEATURE,Yellow,False,True,False,525.406221,1.993650706,1.455676356,112.72,4635.39,147.17,0.56,31.57,1298.43,0.41
R-36574,FF|Salad|UBC Power|AAD,GV FRESH FARE DAY,Green,False,False,True,492.7834579,2.288748612,1.335161446,81.71,3079.48,126.35,0.59,20.95,789.61,0.34
R-65755,FF|Sandwich|breakfast TMRW|AAD,GV FRESH FARE BREAKFAST,Yellow,False,True,False,709.1518948,7.380956231,2.181431673,94.01,2871.24,280.3,2.92,37.16,1134.88,0.86
R-56688,FF|Shakshuka|AAD,SPECIALS,Yellow,False,True,False,519.6459584,5.73628506,0.884094973,69.44,2750.88,173.5,1.92,23.19,918.49,0.3
R-16992,FF|Side|Cornbread Jalapeno,GV FRESH FARE FEATURE,Red,True,False,False,161.3703355,1.570357862,0.229511243,25.87,1180.86,520.55,5.07,83.45,3809.23,0.74
R-50338,FF|Side|Papadum,GV FRESH FARE DAY,Green,False,False,True,1.5225,0.0148,0.00489,0.42,12.82,1.27,0.01,0.35,10.68,0
R-37692,FF|Soup|Soba noodle,GV FRESH FARE DAY,Green,False,False,True,470.5324646,5.061728913,0.0,104.4,3307.85,68.89,0.74,15.29,484.31,0
R-50694,FF|Spaghetti Puttanesca|AAD,GV FRESH FARE DAY,Green,False,False,True,434.2610642,3.40254249,1.244730981,70.32,2731.73,123.55,0.97,20.01,777.16,0.35
R-56719,FF|Toast|Beans On Toast|AAD,GV FRESH FARE DAY,Yellow,False,True,False,218.4511713,1.281974067,0.793385837,17.38,876.15,200.07,1.17,15.92,802.43,0.73
R-61875,FF|Toast|Bruscetta|AAD,GV FRESH FARE DAY,Yellow,False,True,False,413.1064875,3.851280469,0.920419522,44.45,1578.81,267.92,2.5,28.83,1023.95,0.6
R-56718,FF|Toast|Farm Veg toast|AAD,GV FRESH FARE DAY,Green,False,False,True,217.9257549,1.608418732,0.893454214,15.36,811.43,111.08,0.82,7.83,413.6,0.46
R-61874,FF|Toast|Mushroom toast|AAD,GV FRESH FARE DAY,Yellow,False,True,False,366.5297273,3.001152066,0.968973316,29.8,1240.38,216.64,1.77,17.61,733.14,0.57
R-61857,FF|Toast|Poached egg asparagus,GV FRESH FARE DAY,Red,True,False,False,517.680464,4.941418611,1.121423982,58.49,2164.43,377.35,3.6,42.64,1577.72,0.82
R-68811,FF|Toast|primavera|AAD,GV FRESH FARE DAY,Green,False,False,True,67.76350387,0.797518804,0.153228565,7.43,312.79,68.32,0.8,7.49,315.35,0.15
R-65943,FF|Toast|Shaved fennel|AAD,GV FRESH FARE DAY,Yellow,False,True,False,597.4958718,6.484624999,1.255803674,73.87,2141.44,322.64,3.5,39.89,1156.36,0.68
R-36669,FF|Toast|Smashed Avocado|AAD,GV FRESH FARE DAY,Green,False,False,True,205.2389404,0.614971996,0.529275941,13.06,828.49,95.29,0.29,6.06,384.67,0.25
R-50332,FF|Toast|SP,GV FRESH FARE DAY,Green,False,False,True,185.5129282,1.814898336,0.652352477,16.59,788.82,103.53,1.01,9.26,440.22,0.36
R-36552,FF|Yaki Soba Miso Noodle|AAD,GV FRESH FARE DAY,Green,False,False,True,470.5324646,5.061728913,1.623275965,104.4,3307.85,68.89,0.74,15.29,484.31,0.24
R-46867,FLX| Arancini|SP,SPECIALS,Red,True,False,False,862.1464242,7.390617583,1.481645582,223.62,4950.74,484.35,4.15,125.63,2781.31,0.83
R-57399,FLX|Add|chow|Salmon + Brocco,FOOD,Yellow,False,True,False,685.1071908,9.458211369,1.178316402,194.28,1382.65,311.41,4.3,88.31,628.48,0.54
R-62362,FLX|Aloo gobi,GV FLEX GLOBAL BOWL,Green,False,False,True,175.1229216,1.819210278,0.358890415,8.43,445.29,77.83,0.81,3.75,197.91,0.16
R-62415,FLX|Arugula & vinaigrette,GV FLEX GLOBAL BOWL,Green,False,False,True,49.52361171,0.475900714,0.194773714,3.29,149.41,82.54,0.79,5.48,249.02,0.32
R-47102,FLX|Avocado Harissa Mash,GV-FLEX PLANT FORWARD,Green,False,False,True,251.3573345,1.818742725,0.702337627,53.04,1205.14,72.18,0.52,15.23,346.06,0.2
R-62414,FLX|baked beans,GV - FLEX BC,Green,False,False,True,209.6189384,0.606435638,1.008019007,0.66,28.59,149.73,0.43,0.47,20.42,0.72
R-54786,FLX|Baked Chicken Alfredo|Sp,SPECIALS,Yellow,False,True,False,1565.864104,23.94390227,2.844592205,214.1,7704.99,306.93,4.69,41.97,1510.28,0.56
R-43867,FLX|Bao,GV FLEX BAO,Green,False,False,True,159.9838384,1.956985048,0.485552609,11.81,461.48,63.74,0.78,4.71,183.86,0.19
R-61963,FLX|Bao BBQ Pork x2| +1,GV FLEX BAO,Yellow,False,True,False,1607.995292,17.21853158,2.933570904,270.78,6711.53,349.56,3.74,58.87,1459.03,0.64
R-61962,FLX|Bao BBQ Pork x2| +2,GV FLEX BAO,Yellow,False,True,False,1994.323978,18.10595594,3.196147552,332.08,7087.11,335.18,3.04,55.81,1191.11,0.54
R-61964,FLX|Bao BBQ Pork(1)|AAD,GV FLEX BAO,Red,True,False,False,1049.191276,14.04591729,2.271033278,181.97,5491.99,476.91,6.38,82.71,2496.36,1.03
R-61974,FLX|Bao Mushroom|sides,GV FLEX BAO,Green,False,False,True,84.95873333,1.076033333,0.306666667,7.77,346.88,38.62,0.49,3.53,157.67,0.14
R-44885,FLX|Bao Shitake & Kimchi|AAD,GV FLEX BAO,Green,False,False,True,80.28971823,1.050414627,0.239842926,6.42,247.17,48.37,0.63,3.87,148.9,0.14
R-61960,FLX|Bao Shitake & Kimchix2| +1,GV FLEX BAO,Green,False,False,True,509.1366937,2.452339456,0.624374369,72.04,778.78,120.36,0.58,17.03,184.11,0.15
R-61961,FLX|Bao Shitake & Kimchix2| +2,GV FLEX BAO,Green,False,False,True,897.1325917,3.284095364,0.890551951,133.84,1167.34,156.29,0.57,23.32,203.37,0.16
R-61972,FLX|Bao Thai chicken|x2,GV FLEX BAO,Green,False,False,True,427.1389662,9.256490891,1.241296432,31.18,219.02,159.98,3.47,11.68,82.03,0.46
R-61973,FLX|Bao Thai chicken|x2| +1,GV FLEX BAO,Green,False,False,True,812.2788088,10.06204528,1.49972879,92.18,578.77,197.16,2.44,22.37,140.48,0.36
R-54259,FLX|Bao Thai chicken|x2| +2,GV FLEX BAO,Green,False,False,True,1197.418651,10.86759968,1.758161149,153.19,938.53,214.98,1.95,27.5,168.5,0.32
R-44882,FLX|Bao|Bowl|Avocado & Egg,GV FLEX BAO,Yellow,False,True,False,831.5920781,7.762485728,1.343914791,202.78,4898.7,192.27,1.79,46.88,1132.62,0.31
R-40569,FLX|Bao|Bowl|Pork Belly,GV FLEX BAO,Yellow,False,True,False,1145.234126,12.65589552,2.19660864,294.47,5143.56,317.24,3.51,81.57,1424.81,0.61
R-51223,FLX|Bao|Bowl|Smoked Tofu,GV FLEX BAO,Green,False,False,True,430.7414734,1.441121543,0.961738969,98.35,424.73,151.14,0.51,34.51,149.03,0.34
R-44886,FLX|Bao|Bowl|Thai Chicken,GV FLEX BAO,Yellow,False,True,False,860.1448563,14.31506858,2.053349393,183.55,695.36,203.34,3.38,43.39,164.39,0.49
R-44881,FLX|Bao|Bun|Avocado & Egg,GV FLEX BAO,Green,False,False,True,654.978227,7.498211229,1.356978009,73.78,2079.78,191.22,2.19,21.54,607.2,0.4
R-54307,FLX|Bao|Bun|Pork Belly (1 ea),GV FLEX BAO,Red,True,False,False,696.3087742,9.231031053,1.5249334,118.13,3579.36,500.94,6.64,84.99,2575.08,1.1
R-50125,FLX|Bao|Bun|Portobello,GV FLEX BAO,Green,False,False,True,105.2498767,1.287626335,0.304422344,8.44,328.28,58.12,0.71,4.66,181.27,0.17
R-50558,FLX|Bao|Bun|Smoked Tofu,GV FLEX BAO,Green,False,False,True,174.3354019,0.791160319,0.580102234,3.87,160.9,162.93,0.74,3.62,150.37,0.54
R-40586,FLX|Bao|Bun|Thai Chicken|AAD,GV FLEX BAO,Yellow,False,True,False,326.7588048,6.92293179,0.967450418,22.98,150.31,255.28,5.41,17.95,117.43,0.76
R-61970,FLX|Bao|Mushroom|AAD,GV FLEX BAO,Green,False,False,True,175.2831936,0.884714168,0.471309598,5.36,176.11,119.24,0.6,3.65,119.8,0.32
R-61975,FLX|Bao|Mushroom|x2|+1,GV FLEX BAO,Green,False,False,True,318.6921471,1.715394628,0.758102355,63.46,534.67,90.54,0.49,18.03,151.89,0.22
R-62030,FLX|Bao|mushroom|x2|+2,GV FLEX BAO,Green,False,False,True,461.0884005,2.534725087,1.044895112,121.3,885.35,90.94,0.5,23.93,174.63,0.21
R-44883,FLX|Bao|Pork Belly|AAD,GV FLEX BAO,Red,True,False,False,944.3489373,12.5588821,2.087759846,158.92,4825.71,376.23,5,63.31,1922.59,0.83
R-62032,FLX|Bao|pork belly|x2|+1,GV FLEX BAO,Yellow,False,True,False,1083.231791,13.31846256,2.363842603,216.28,5157.82,240.18,2.95,47.96,1143.64,0.52
R-62031,FLX|Bao|pork belly|x2|+2,GV FLEX BAO,Yellow,False,True,False,1225.628044,14.13779302,2.650635361,274.13,5508.5,202.25,2.33,45.24,908.99,0.44
R-50124,FLX|Bao|Salmon x 2,GV FLEX BAO,Yellow,False,True,False,721.3894349,9.48868904,1.291523537,194.15,1357.43,318.99,4.2,85.85,600.24,0.57
R-10664,FLX|Bao|Side|Veg Egg Roll,GV FLEX BAO,Green,False,False,True,3.80139,0.1705875,0.007354,0.75,33.77,5.92,0.27,1.17,52.6,0.01
R-51251,FLX|BBP|Add On|Pork Belly,GV FLEX BAO,Red,True,False,False,1271.018634,17.06943113,2.688734223,230.06,6901.37,1412.24,18.97,255.62,7668.19,2.99
R-65940,FLX|BBQ beans|SIDES,GV - SIDES,Green,False,False,True,209.6189384,0.606435638,1.008019007,0.66,28.59,149.73,0.43,0.47,20.42,0.72
R-28338,FLX|BBQ Ribs 170g and slaw,GV - FLEX BC,Red,True,False,False,2501.616202,32.21032694,5.352992375,431.1,13091.68,806.97,10.39,139.06,4223.12,1.73
R-40749,FLX|BBQ Ribs+1,GV - FLEX BC,Red,True,False,False,2753.871909,33.82184,6.065146995,446.23,13715.4,640.07,7.86,103.72,3187.82,1.41
R-40750,FLX|BBQ Ribs+2,GV - FLEX BC,Red,True,False,False,3006.127616,35.43335306,6.777301615,461.36,14339.12,546.08,6.44,83.81,2604.8,1.23
R-54263,FLX|Beef and broccoli|SP,SPECIALS,Red,True,False,False,3622.927098,28.3417226,10.7949846,237.81,5606.65,1420.76,11.11,93.26,2198.69,4.23
R-62376,FLX|Beef brisket| +1,GV - FLEX BC,Red,True,False,False,6747.140638,53.74334662,20.0087154,270.96,10824.13,2249.05,17.91,90.32,3608.04,6.67
R-61934,FLX|Beef brisket| +3,GV - FLEX BC,Red,True,False,False,6917.388466,55.78773365,20.31691747,279.47,10847.06,1369.78,11.05,55.34,2147.93,4.02
R-61930,FLX|beef brisket| 115g,GV - FLEX BC,Red,True,False,False,6696.44845,52.96262902,19.86432806,267.67,10693.99,3043.84,24.07,121.67,4860.9,9.03
R-61932,FLX|Beef brisket|AAD ,GV - FLEX BC,Red,True,False,False,6728.873359,53.68842657,19.90212384,268.24,10681.55,2280.97,18.2,90.93,3620.86,6.75
R-61914,FLX|Beef short rib +1,GV - FLEX BC,Red,True,False,False,7520.886803,60.55476364,22.76974807,325.23,11317.05,1550.7,12.49,67.06,2333.41,4.69
R-61913,FLX|Beef Short Rib +2,GV - FLEX BC,Red,True,False,False,7934.04897,63.02353668,23.34550936,321.28,13176.22,1455.79,11.56,58.95,2417.66,4.28
R-61915,FLX|Beef Short Rib 150g,GV - FLEX BC,Red,True,False,False,7616.279983,60.31874062,22.72071468,304.08,11901.52,3173.45,25.13,126.7,4958.97,9.47
R-51464,FLX|Beef Short Ribs 150g V2,GV FLEX GLOBAL BOWL,Red,True,False,False,7356.850768,58.736167,22.41554823,297.51,10883.65,4904.57,39.16,198.34,7255.77,14.94
R-51465,FLX|Beef Short Ribs+1 V2,GV FLEX GLOBAL BOWL,Red,True,False,False,7520.344313,60.13747623,22.74834951,306.27,11414.83,2638.72,21.1,107.46,4005.2,7.98
R-51466,FLX|Beef Short Ribs+2 V2,GV FLEX GLOBAL BOWL,Red,True,False,False,7656.240575,61.9018594,22.92181497,317.55,12051.61,1822.91,14.74,75.61,2869.43,5.46
R-63855,FLX|Benny|Asparagus Mushroom,GV FLEX GLOBAL BOWL,Yellow,False,True,False,972.2871075,10.38016648,1.907295793,129.37,4237.32,299.17,3.19,39.81,1303.79,0.59
R-62001,FLX|Benny|Classic|AAD,GV FLEX GLOBAL BOWL,Yellow,False,True,False,806.7106722,9.296940338,1.328490098,120.04,3844.95,343.28,3.96,51.08,1636.15,0.57
R-68110,FLX|Benny|fennel|AAD,GV FLEX GLOBAL BOWL,Yellow,False,True,False,840.9146281,9.272696757,1.586380307,119.65,3783.54,305.79,3.37,43.51,1375.83,0.58
R-44758,FLX|Benny|Ham|AAD,GV FLEX GLOBAL BOWL,Yellow,False,True,False,777.827069,9.079041917,1.302347888,118.37,3726.75,338.19,3.95,51.47,1620.33,0.57
R-62000,FLX|Benny|mushroom spin|AAD,GV FLEX GLOBAL BOWL,Yellow,False,True,False,795.75426,9.342531111,1.356283155,119.94,3794.53,294.72,3.46,44.42,1405.38,0.5
R-62419,FLX|Benny|mushroom spin|x1,GV FLEX GLOBAL BOWL,Yellow,False,True,False,397.87713,4.671265555,0.0,59.97,1897.26,294.72,3.46,44.42,1405.38,0
R-62420,FLX|Benny|salmon|x1,GV FLEX GLOBAL BOWL,Yellow,False,True,False,466.712171,5.600938102,0.0,82.38,1976.73,332.77,3.99,58.74,1409.43,0
R-62006,FLX|Benny|spinach feta,GV FLEX GLOBAL BOWL,Red,True,False,False,1132.93595,12.71077884,1.769184096,167.45,6173.12,397.52,4.46,58.75,2166.01,0.62
R-61999,FLX|Benny|tomato,GV FLEX GLOBAL BOWL,Yellow,False,True,False,848.3431565,9.881805446,1.310605905,125.76,4189.64,304.07,3.54,45.08,1501.66,0.47
R-62418,FLX|Benny|Tomato|x1,GV FLEX GLOBAL BOWL,Yellow,False,True,False,424.1715782,4.940902723,0.0,62.88,2094.82,304.07,3.54,45.08,1501.66,0
R-55455,FLX|Beyond Spaghetti|PASTA,SPECIALS,Green,False,False,True,621.9128057,6.012101064,0.921668204,97.84,4309.45,148.46,1.44,23.36,1028.73,0.22
R-62359,FLX|Bok-choy,GV - FLEX ASIAN NOODLE,Green,False,False,True,127.896788,1.624412581,0.472930245,11.21,510.64,91.35,1.16,8.01,364.74,0.34
R-55304,FLX|BPD||Adobo Chicken plate+1,GV - FLEX BC,Yellow,False,True,False,1347.739984,25.73479102,3.122421947,258.62,909.67,245.04,4.68,47.02,165.39,0.57
R-55305,FLX|BPD||Adobo Chicken plate+2,GV - FLEX BC,Yellow,False,True,False,1707.696559,28.10978114,3.987869643,364.66,1703.35,212.14,3.49,45.3,211.6,0.5
R-57201,FLX|BPD|Add salmon,FOOD,Red,True,False,False,585.8588235,8.270588235,0.811764706,185.94,998.05,650.95,9.19,206.6,1108.94,0.9
R-56497,FLX|BPD|Adobo Tofu veggie,GV - FLEX BC,Green,False,False,True,521.9134973,3.205183954,1.040155928,191.06,1047.21,121.38,0.75,44.43,243.54,0.24
R-56867,FLX|BPD|Adobo Tofu veggie +1,GV - FLEX BC,Green,False,False,True,697.7613857,4.921997876,1.651745655,200.33,1463.73,120.3,0.85,34.54,252.37,0.28
