Category,Displayed Name,ProdId,Description,SalesGroup,Weight (g),GHG Emission (g),N lost (g),Land Use (m^2),Freshwater Withdrawals (L),Stress-Weighted Water Use (L),GHG Emission (g) / 100g,N lost (g) / 100g,Freshwater Withdrawals (L) / 100g,Stress-Weighted Water Use (L) / 100g,Land Use (m^2) / 100g,GHG Only Label,Combined Label
BEV,Pop,R-49835,BEV|Pop|Coke|2 liter,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Pop,R-38120,BEV|Pop|Fanta|473ml,BEVERAGE,473,0,0,0,0.47,0.47,0,0,0.1,0.1,0,Green,Green
BEV,Pop,R-46353,BEV|Pop|Fresca|500ml,BEVERAGE,500,0,0,0,0.5,0.5,0,0,0.1,0.1,0,Green,Green
BEV,Pop,R-63839,BEV|Pop|Ginger Ale Diet|500ml,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Pop,R-64450,BEV|Pop|Karma|Apple,BEVERAGE,1,0.3581,0.0027,0.00061,0.11,1.02,35.81,0.27,11,102,0.06,Green,Green
BEV,Pop,R-64747,BEV|Pop|Karma|Berry,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Pop,R-64749,BEV|Pop|Karma|Cherry,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Pop,R-64750,BEV|Pop|Karma|Peach,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Pop,R-64449,BEV|Pop|Karma|Pear,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Pop,R-40890,BEV|Pop|Root Beer Barq's|500ml,BEVERAGE,500,476.75,4.66,0.65,3.5,13.65,95.35,0.93,0.7,2.73,0.13,Green,Green
BEV,Pop,R-63838,BEV|Pop|Sprite Zero|500ml,BEVERAGE,500,0,0,0,0.5,0.5,0,0,0.1,0.1,0,Green,Green
BEV,Pop,R-38118,BEV|Pop|Sprite|500ml,BEVERAGE,500,0,0,0,0.5,0.5,0,0,0.1,0.1,0,Green,Green
BEV,Powerade,R-64151,BEV|Powerade|Blue Rasp|710ml,BEVERAGE,1,9.3703,0.00675,0.031,0.02,0.22,937.03,0.68,2,22,3.1,Red,Red
BEV,Powerade,R-47496,BEV|Powerade|Fruit Punch|710ml,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Powerade,R-47497,BEV|Powerade|Grape|710ml,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Powerade,R-47495,BEV|Powerade|Mix Berry|710ml,BEVERAGE,1,9.3703,0.00675,0.031,0.02,0.22,937.03,0.68,2,22,3.1,Red,Red
BEV,Rise Kombucha,R-56008,BEV|Rise Kombucha|Blueberry,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Rise Kombucha,R-56005,BEV|Rise Kombucha|Ginger,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Spa Water Full Menu,R-49832,BEV|Spa Water Full Menu|COST,BEVERAGE,167400,3204.405156,17.1277,5.716435205,401.9,12861.96,1.91,0.01,0.24,7.68,0,Green,Green
BEV,Tea,R-41299,BEV|Tea|Hot|Asst,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Tea,R-63857,BEV|Tea|Hot|Asst|Ceramic Cup,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Tonica Kombucha,R-56040,BEV|Tonica Kombucha|Blueberry,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Tonica Kombucha,R-56009,BEV|Tonica Kombucha|Grapefruit,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Tonica Kombucha,R-56027,BEV|Tonica Kombucha|Green Tea,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Tonica Kombucha,R-56004,BEV|Tonica Kombucha|Mango,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Tonica Kombucha,R-55997,BEV|Tonica Kombucha|Original,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Tonica Kombucha,R-56072,BEV|Tonica Kombucha|Peach,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Vitasoy,R-22974,BEV|Vitasoy|Asst,BEVERAGE,1,1.47168,0.000744,0.00753,0.01,0.04,147.17,0.07,1,4,0.75,Green,Green
BEV,Vitasoy,R-47491,BEV|Vitasoy|Black Soy,BEVERAGE,1,0.489,0.00237,0.00078,0,0.01,48.9,0.24,0,1,0.08,Green,Green
BEV,Vitasoy,R-52673,BEV|Vitasoy|Ceylon Lemon,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Vitasoy,R-47492,BEV|Vitasoy|Chocolate,BEVERAGE,1,10.456,0.0027,0.06896,0.02,0.22,1045.6,0.27,2,22,6.9,Red,Red
BEV,Vitasoy,R-48906,BEV|Vitasoy|Chrysanthemum,BEVERAGE,1,1.6414,0,0.00239,0.01,0.07,164.14,0,1,7,0.24,Green,Green
BEV,Vitasoy,R-47964,BEV|Vitasoy|Coconut,BEVERAGE,1,0.489,0.00237,0.00078,0,0.01,48.9,0.24,0,1,0.08,Green,Green
BEV,Vitasoy,R-47490,BEV|Vitasoy|Currant,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Vitasoy,R-53162,BEV|Vitasoy|Honey,BEVERAGE,1,1.6414,0,0.00239,0.01,0.07,164.14,0,1,7,0.24,Green,Green
BEV,Vitasoy,R-53072,BEV|Vitasoy|Lemon Tea,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Vitasoy,R-47965,BEV|Vitasoy|Low Sugar,BEVERAGE,1,1.6414,0,0.00239,0.01,0.07,164.14,0,1,7,0.24,Green,Green
BEV,Vitasoy,R-47493,BEV|Vitasoy|Lychee,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Vitasoy,R-49511,BEV|Vitasoy|Malt,BEVERAGE,1,0.489,0.00237,0.00078,0,0.01,48.9,0.24,0,1,0.08,Green,Green
BEV,Vitasoy,R-47489,BEV|Vitasoy|Mango,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Vitasoy,R-54029,BEV|Vitasoy|Melon,BEVERAGE,1,0.489,0.00237,0.00078,0,0.01,48.9,0.24,0,1,0.08,Green,Green
BEV,Water Active,R-45987,BEV|Water Active|Black Cherry,BEVERAGE,450,0,0,0,0.45,0.45,0,0,0.1,0.1,0,Green,Green
BEV,Water Active,R-46356,BEV|Water Active|Lemon Lime,BEVERAGE,450,0,0,0,0.45,0.45,0,0,0.1,0.1,0,Green,Green
BEV,Water Active,R-45811,BEV|Water Active|Orange Mango,BEVERAGE,450,0,0,0,0.45,0.45,0,0,0.1,0.1,0,Green,Green
BEV,Water,R-56308,BEV|Water|AHA|Blueberry Pom,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Water,R-56127,BEV|Water|AHA|Peach Honey,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Water,R-56073,BEV|Water|AHA|Watermelon Lime,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Water,R-39283,BEV|Water|Coconut|Blue Monkey,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Water,R-45801,BEV|Water|Coconut|Zico|1ltr,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Water,R-37677,BEV|Water|Dasani|591ml,BEVERAGE,591,0,0,0,0.59,0.59,0,0,0.1,0.1,0,Green,Green
BEV,Water,R-45799,BEV|Water|Evian|1 liter,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Water,R-45800,BEV|Water|Evian|591ml,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Water,R-63847,BEV|Water|Smart Alkaline,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Water,R-63844,BEV|Water|Smart Antioxidant,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Water,R-52509,BEV|Water|Smart Sparkle|591ml,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Water,R-63841,BEV|Water|Smart Sport|700ml,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Water,R-63843,BEV|Water|Smart|1 ltr,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Water,R-41284,BEV|Water|Smart|591ml,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Water,R-50479,BEV|Water|Vitamin|Energy,BEVERAGE,591,0,0,0,0.59,0.59,0,0,0.1,0.1,0,Green,Green
BEV,Water,R-37754,BEV|Water|Vitamin|Essential,BEVERAGE,591,0,0,0,0.59,0.59,0,0,0.1,0.1,0,Green,Green
BEV,Water,R-37753,BEV|Water|Vitamin|Focus,BEVERAGE,591,0,0,0,0.59,0.59,0,0,0.1,0.1,0,Green,Green
BEV,Water,R-56124,BEV|Water|Vitamin|Lemon Squeez,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Water,R-37762,BEV|Water|Vitamin|Mega,BEVERAGE,591,0,0,0,0.59,0.59,0,0,0.1,0.1,0,Green,Green
BEV,Water,R-37752,BEV|Water|Vitamin|Multi V,BEVERAGE,591,0,0,0,0.59,0.59,0,0,0.1,0.1,0,Green,Green
BEV,Water,R-37747,BEV|Water|Vitamin|Rise,BEVERAGE,591,0,0,0,0.59,0.59,0,0,0.1,0.1,0,Green,Green
BEV,Water,R-37714,BEV|Water|Vitamin|Shine,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Water,R-64389,BEV|Water|Vitamin|Squeeze,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Water,R-37751,BEV|Water|Vitamin|XOXOX,BEVERAGE,591,0,0,0,0.59,0.59,0,0,0.1,0.1,0,Green,Green
BEV,Water,R-37750,BEV|Water|Vitamin|XXX,BEVERAGE,591,0,0,0,0.59,0.59,0,0,0.1,0.1,0,Green,Green
BEV,Wild Tea Kombucha,R-56106,BEV|Wild Tea Kombucha|Cola,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Wild Tea Kombucha,R-56313,BEV|Wild Tea Kombucha|Crm Soda,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Wild Tea Kombucha,R-56026,BEV|Wild Tea Kombucha|Orange,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Wild Tea Kombucha,R-56512,BEV|Wild Tea Kombucha|Rootbeer,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Yerba Mate,R-41597,BEV|Yerba Mate|Bluephoria,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Yerba Mate,R-20309,BEV|Yerba Mate|Bulk 12oz,BEVERAGE,354.882,0,0,0,0.39,0.39,0,0,0.11,0.11,0,Green,Green
BEV,Yerba Mate,R-20308,BEV|Yerba Mate|Bulk 16oz,BEVERAGE,473.176,0,0,0,0.52,0.52,0,0,0.11,0.11,0,Green,Green
BEV,Yerba Mate,R-40880,BEV|Yerba Mate|Classic Gold,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Yerba Mate,R-37765,BEV|Yerba Mate|Cranberry Pom,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Yerba Mate,R-37826,BEV|Yerba Mate|Enlighten Mint,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Yerba Mate,R-41985,BEV|Yerba Mate|Grapefruit Ging,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Yerba Mate,R-37764,BEV|Yerba Mate|Lemon Elation,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Yerba Mate,R-38039,BEV|Yerba Mate|Revel Berry,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Yerba Mate,R-63862,BEV|Yerba Mate|Unsweetened,BEVERAGE,1,0,0,0,0,0,0,0,0,0,0,Green,Green
BEV,Yogurt Drink,R-45977,BEV|Yogurt Drink|Asst,BEVERAGE,1,2.9782,0.02607,0.00226,0.26,13,297.82,2.61,26,1300,0.23,Yellow,Yellow
BVSTO - Alder Smoked Salmon,,R-46645,BVSTO - Alder Smoked Salmon,GV - FLEX BC,85,821.9623529,11.57882353,1.136470588,260.52,1397.47,967.01,13.62,306.49,1644.08,1.34,Red,Red
BVSTO - Fire Roasted Corn PTN,,R-46649,BVSTO - Fire Roasted Corn PTN,GV - FLEX BC,152,80.92547565,0.351283909,0.233442098,3.95,146.76,53.24,0.23,2.6,96.55,0.15,Green,Green
BVSTO - Wild Mushroom Ragout,,R-46646,BVSTO - Wild Mushroom Ragout,GV - FLEX BC,190,361.5178579,2.78337499,0.891847748,50.64,2966.08,190.27,1.46,26.65,1561.09,0.47,Green,Yellow
BVSTO -Bannock Portion,,R-46642,BVSTO -Bannock Portion,GV - FLEX BC,175,523.8870012,4.518535886,0.890182359,66.3,2667.3,299.36,2.58,37.89,1524.17,0.51,Yellow,Yellow
BVSTO- Wild & Brown Rice Pilaf,,R-46647,BVSTO- Wild & Brown Rice Pilaf,GV - FLEX BC,172,209.37036,0.660774124,0.358527222,82,419.49,121.73,0.38,47.67,243.89,0.21,Green,Green
CAL,Black bean soup,R-54947,CAL|Black bean soup|AAD,GV - CALIENTE,405,462.8421679,1.949100271,3.135522668,3.98,206.12,114.28,0.48,0.98,50.89,0.77,Green,Green
CAL,Bowl,R-44394,CAL|Bowl|Cabo,GV - CALIENTE BRUNCH,375.5,1628.813163,21.16713424,3.198679194,266.81,8185.23,433.77,5.64,71.05,2179.82,0.85,Red,Red
CAL,Bowl,R-44593,CAL|Bowl|Cozumel Brunch,GV - CALIENTE BRUNCH,315,1535.372814,19.67588886,3.186071,264.79,8660.72,487.42,6.25,84.06,2749.43,1.01,Red,Red
CAL,Bowl,R-55154,CAL|Bowl|Guacamole|AAD,GV - CALIENTE,345,397.7535519,1.662503401,1.073949765,66.36,1524.18,115.29,0.48,19.23,441.79,0.31,Green,Green
CAL,Bowl,R-62018,CAL|Bowl|Havana|Add Chicken,GV - CALIENTE,430,1119.476512,15.49664906,3.656815909,125.48,756.65,260.34,3.6,29.18,175.97,0.85,Yellow,Yellow
CAL,Bowl,R-64909,CAL|Bowl|Havana|Add Scallop,GV - CALIENTE,390,742.1927683,6.192979135,2.293884029,83.12,672.56,190.31,1.59,21.31,172.45,0.59,Green,Green
CAL,Bowl,R-35896,CAL|Bowl|Havana|Plant based,GV - CALIENTE,415,768.2732458,2.766460163,2.70385033,83.45,664.53,185.13,0.67,20.11,160.13,0.65,Green,Green
CAL,Bowl,R-35900,CAL|Bowl|Latino|AAD,GV - CALIENTE,390,701.5034736,3.1649178,3.144834186,73.51,1891.97,179.87,0.81,18.85,485.12,0.81,Green,Green
CAL,Bowl,R-44635,CAL|Bowl|Milagro Brunch,GV - CALIENTE BRUNCH,431,1240.382538,20.29665756,3.961859588,176.85,961.31,287.79,4.71,41.03,223.04,0.92,Yellow,Yellow
CAL,Bowl,R-59593,CAL|Bowl|Mojo Pork,GV - CALIENTE,420,1492.288729,14.26644541,4.155533895,246.8,5586.13,355.31,3.4,58.76,1330.03,0.99,Yellow,Yellow
CAL,bowl,R-57069,CAL|bowl|pozole,GV - CALIENTE,380,1717.15521,18.72334474,4.190225075,240.88,7502.38,451.88,4.93,63.39,1974.31,1.1,Red,Red
CAL,Bowl,R-68790,CAL|Bowl|Pozole-tots|AAD,GV - CALIENTE,382,1688.912795,19.31572293,4.023508844,238.32,7183.37,442.12,5.06,62.39,1880.46,1.05,Red,Red
CAL,Bowl,R-56647,CAL|Bowl|Quesadillia||AAD,SPECIALS,120,295.75289,2.643357598,0.780611256,35.24,1751.11,246.46,2.2,29.37,1459.26,0.65,Yellow,Yellow
CAL,Bowl,R-17487,CAL|Bowl|Roja-tots|AAD,GV - CALIENTE,442,656.7190015,8.015218155,1.037230067,74.89,2170.48,148.58,1.81,16.94,491.06,0.23,Green,Green
CAL,Bowl,R-61839,CAL|Bowl|Scramble-Mexi,GV - CALIENTE BRUNCH,385,955.0098121,10.48374018,2.511225729,210.11,3398.78,248.05,2.72,54.57,882.8,0.65,Yellow,Yellow
CAL,Bowl,R-44634,CAL|Bowl|Siesta|AAD,GV - CALIENTE BRUNCH,487,992.5292553,8.886684462,3.012369972,116.03,3046.7,203.8,1.82,23.83,625.61,0.62,Yellow,Yellow
CAL,Enchilada,R-46511,CAL|Enchilada|Jalepeno ricotta,GV - CALIENTE,379,642.8460275,6.578094907,1.278204508,61.95,2770.82,169.62,1.74,16.35,731.09,0.34,Green,Green
CAL,Enchilada,R-54196,CAL|Enchilada|Spinach feta|AAD,SPECIALS,143,548.7395153,5.644097813,0.78689195,90.73,4154.55,383.73,3.95,63.45,2905.28,0.55,Red,Red
CAL,Pork breakfast bowl,R-61851,CAL|Pork breakfast bowl,GV - CALIENTE,505,1809.294462,20.17195275,4.076983035,342.85,7654.26,358.28,3.99,67.89,1515.7,0.81,Yellow,Red
CAL,Quesadilla,R-46549,CAL|Quesadilla|black bean tofu,GV - CALIENTE FEATURE,160,440.5041906,4.335631199,0.604814419,64.85,3317.94,275.32,2.71,40.53,2073.71,0.38,Yellow,Yellow
CAL,Quinoa enchilada,R-53240,CAL|Quinoa enchilada|SPEC,GV - CALIENTE,476.699,1100.527762,10.64981638,1.76422864,138.26,7082.62,230.86,2.23,29,1485.76,0.37,Yellow,Yellow
CAL,Rst Pepper Quesadilla,R-69619,CAL|Rst Pepper Quesadilla|AAD,SPECIALS,94,370.8337407,3.523407836,0.864785415,52.79,2636.66,394.5,3.75,56.16,2804.96,0.92,Red,Red
CAL,Sauce,R-45067,CAL|Sauce|Salsa Verde,GV - CALIENTE,30,96.90741767,0.355103703,0.379369388,4.07,177.41,323.02,1.18,13.57,591.37,1.26,Yellow,Yellow
CAL,Side,R-44784,CAL|Side|Brown Rice Chipotle,GV - CALIENTE BRUNCH,130,155.2329221,0.384858947,0.135477474,94.76,281.63,119.41,0.3,72.89,216.64,0.1,Green,Green
CAL,Side,R-44889,CAL|Side|Chips & Salsa,GV - CALIENTE,230.5,56.273559,1.307595,0.07370844,2.16,111.79,24.41,0.57,0.94,48.5,0.03,Green,Green
CAL,Side,R-44515,CAL|Side|Corn Elote,GV - CALIENTE,169,115.8132926,0.89130573,0.18064808,7.23,227.37,68.53,0.53,4.28,134.54,0.11,Green,Green
CAL,Side,R-44791,CAL|Side|Guacamole,GV - CALIENTE,45,20.24054582,0.119628755,0.037047001,0.19,1.73,44.98,0.27,0.42,3.84,0.08,Green,Green
CAL,Side,R-47363,CAL|Side|Pico de Gallo,GV - CALIENTE,120,84.80949097,1.08350542,0.043872326,8.36,475.32,70.67,0.9,6.97,396.1,0.04,Green,Green
CAL,Side,R-44520,CAL|Side|Potato Los Cabos,GV - CALIENTE BRUNCH,93,125.7760251,0.936407269,0.249989956,1.41,26.19,135.24,1.01,1.52,28.16,0.27,Green,Green
CAL,Side,R-36628,CAL|Side|Rice&Beans,GV - CALIENTE,120,187.8000889,0.629811988,0.911056612,36.7,178.02,156.5,0.52,30.58,148.35,0.76,Green,Green
CAL,Side,R-45102,CAL|Side|Sauce Corn Salsa,GV - CALIENTE,22,31.42437392,0.187829866,0.078025843,1.33,30.06,142.84,0.85,6.05,136.64,0.35,Green,Green
CAL,Side,R-46335,CAL|Side|Spanish Potatoes,GV - CALIENTE,93,125.7760251,0.936407269,0.249989956,1.41,26.19,135.24,1.01,1.52,28.16,0.27,Green,Green
CAL,Soup,R-53289,CAL|Soup|Mexican Veggie|350ml,GV - CALIENTE,405,167.7504283,1.367821374,0.472850644,10.72,470.12,41.42,0.34,2.65,116.08,0.12,Green,Green
CAL,SOUP,R-35269,CAL|SOUP|Quinoa Tortilla|350ml,FOOD,545,226.6962156,1.040706351,0.521443318,25.95,895.44,41.6,0.19,4.76,164.3,0.1,Green,Green
CAL,Soup,R-52755,CAL|Soup|SP,GV - CALIENTE,408,660.4335976,13.76047667,1.795644672,50.93,646.78,161.87,3.37,12.48,158.52,0.44,Green,Green
CAL,Soup,R-50329,CAL|Soup|SP1,GV - CALIENTE,320,112.8225667,1.161652475,0.273092806,7.79,333.61,35.26,0.36,2.43,104.25,0.09,Green,Green
CAL,Soup,R-50339,CAL|Soup|SP2,GV - CALIENTE,1000,0,0,0,1,1,0,0,0.1,0.1,0,Green,Green
CAL,Soup,R-65938,CAL|Soup|Tortilla + pork belly,GV - CALIENTE,460,665.179834,7.898558439,1.5675088,105.73,3195.56,144.6,1.72,22.98,694.69,0.34,Green,Green
CAL,Soup,R-44511,CAL|Soup|Tortilla Chicken|350,GV - CALIENTE,418,742.563968,14.98809404,2.072167262,56.11,748.53,177.65,3.59,13.42,179.07,0.5,Green,Yellow
CAL,Soup,R-64102,CAL|Soup|Tortilla veggie|AAD,GV - CALIENTE,408,225.7885621,1.607716653,0.708767703,12.31,604.76,55.34,0.39,3.02,148.23,0.17,Green,Green
CAL,Spanish Pie,R-70077,CAL|Spanish Pie|AAD,GV FRESH FARE DAY,100,1219.751946,10.92602805,3.155279387,208.89,5569.72,1219.75,10.93,208.89,5569.72,3.16,Red,Red
CAL,taco,R-68789,CAL|taco|Bean& Hominy(1)|AAD,GV - CALIENTE,119,217.5794134,0.990897521,1.034542918,5.41,172.01,182.84,0.83,4.55,144.55,0.87,Green,Green
CAL,taco,R-70189,CAL|taco|Black Bean (1)|AAD,GV - CALIENTE,79,178.6434134,0.720897521,0.964942918,3.65,158.03,226.13,0.91,4.62,200.04,1.22,Yellow,Yellow
CAL,Taco,R-62017,CAL|Taco|Cauliflower(1)AAD,GV - CALIENTE,101,137.7455002,1.220057479,0.411795146,17.86,660.75,136.38,1.21,17.68,654.21,0.41,Green,Green
CAL,Taco,R-50330,CAL|Taco|Chicken BBQ(1)|AAD,GV - CALIENTE,84,303.3140923,7.002766307,0.740457784,23.11,90.34,361.09,8.34,27.51,107.55,0.88,Yellow,Red
CAL,Taco,R-55298,CAL|Taco|ChickenMole|AAD,GV - CALIENTE,63.5,383.440971,6.241303547,0.886677822,30.07,1027.37,603.84,9.83,47.35,1617.91,1.4,Red,Red
CAL,Taco,R-50528,CAL|Taco|Chorizo|AAD,GV - CALIENTE FEATURE,123,1077.280169,14.48795895,2.304934902,196.04,5896.91,875.84,11.78,159.38,4794.24,1.87,Red,Red
CAL,Taco,R-64940,CAL|Taco|crispy Chicken(1)|AAD,GV - CALIENTE,70,269.9304493,6.015788333,0.649877605,19.82,83.35,385.61,8.59,28.31,119.07,0.93,Red,Red
CAL,Taco,R-70665,CAL|Taco|crispy prawn|AAD,OK - SQUARE MEAL,65.5,673.8203766,2.455336217,0.301982828,50.05,1533.51,1028.73,3.75,76.41,2341.24,0.46,Red,Red
CAL,Taco,R-69681,CAL|Taco|CumminChicken(1)|AAD,GV - CALIENTE,70,258.8684367,5.451481816,0.640913946,18.48,116.98,369.81,7.79,26.4,167.11,0.92,Yellow,Red
CAL,Taco,R-64946,CAL|Taco|Jerk jackfruit (1),GV - CALIENTE,83,110.7981702,0.401778343,0.37080305,2.36,70.14,133.49,0.48,2.84,84.51,0.45,Green,Green
CAL,Taco,R-35879,CAL|Taco|ocean wise|Cod(1)|AAD,GV - CALIENTE,142,477.9844532,5.085972024,0.834230084,112.73,1698.78,336.61,3.58,79.39,1196.32,0.59,Yellow,Yellow
CAL,Taco,R-56711,CAL|Taco|Oceanwise|Prawn(1),GV - CALIENTE,115,595.522632,2.039621817,0.242911803,30.23,1202.98,517.85,1.77,26.29,1046.07,0.21,Red,Yellow
CAL,Taco,R-64439,CAL|Taco|Oceanwise|scallop(1),GV - CALIENTE FEATURE,91,167.3955937,2.739658187,0.256187865,2.43,78.65,183.95,3.01,2.67,86.43,0.28,Green,Green
CAL,Taco,R-57237,CAL|Taco|Oceanwise|seaweed,SPECIALS,90,77.91352396,0.701332505,0.245320192,6.34,272.11,86.57,0.78,7.04,302.34,0.27,Green,Green
CAL,Taco,R-61837,CAL|Taco|Oceanwise|Shrimp(1),GV - CALIENTE FEATURE,81,827.9464531,2.861542923,0.164537354,47.25,1889.21,1022.16,3.53,58.33,2332.36,0.2,Red,Red
CAL,Taco,R-66140,CAL|Taco|OW|cod fritter(1),GV - CALIENTE,91,441.9780971,4.458923423,1.1062608,105.16,1757.57,485.69,4.9,115.56,1931.4,1.22,Red,Red
CAL,Taco,R-68791,CAL|Taco|Picadillo Beef(1)|AAD,GV - CALIENTE,149,2691.857867,21.31189929,8.050911871,111.13,4232.32,1806.62,14.3,74.58,2840.48,5.4,Red,Red
CAL,taco,R-32940,CAL|taco|plant based|Bean&Rice,GV - CALIENTE,109,161.4142293,0.815979066,0.630800572,22.52,265.77,148.09,0.75,20.66,243.83,0.58,Green,Green
CAL,Taco,R-57235,CAL|Taco|plant based|corn(1)|A,GV - CALIENTE FEATURE,107,186.3040419,1.393492716,0.766884686,12.68,548.45,174.12,1.3,11.85,512.57,0.72,Green,Green
CAL,Taco,R-57238,CAL|Taco|plantbase|Tofu(1)|AAD,SPECIALS,87,257.6786972,0.787230191,1.21941861,2.07,65.22,296.18,0.9,2.38,74.97,1.4,Yellow,Yellow
CAL,Taco,R-61835,CAL|Taco|Porkbellytajin(1)|AAD,GV - CALIENTE FEATURE,101,428.9601949,5.39314474,0.925424535,68.18,2111.11,424.71,5.34,67.5,2090.21,0.92,Red,Red
CAL,Taco,R-44583,CAL|Taco|Pulled pork(1)|AAD,GV - CALIENTE,102,827.9122135,10.34716332,1.719270295,140.54,4312.37,811.68,10.14,137.78,4227.81,1.69,Red,Red
CAL,Taco,R-55282,CAL|Taco|Steak(1)|AAD,GV - CALIENTE,98,3607.915167,28.16949715,11.12531036,144.57,5270.5,3681.55,28.74,147.52,5378.06,11.35,Red,Red
CAL,Taco,R-35882,CAL|Taco|Sweet Potato|1 pc|AAD,FT BUENO,111,91.58015276,0.744121296,0.152526868,2.96,124.23,82.5,0.67,2.67,111.92,0.14,Green,Green
CALI,Churros,R-54173,CALI|Churros|THREE,SPECIALS,18,90.21896939,0.480270918,0.113978265,3.48,396.68,501.22,2.67,19.33,2203.78,0.63,Red,Red
Calzone,Superbowl,R-54868,Calzone|Superbowl|Artichoke|SP,SPECIALS,16,55.4254,0.9259,0.10379,9.58,282.26,346.41,5.79,59.88,1764.12,0.65,Yellow,Red
ChickenDonair,popRS,R-64399,ChickenDonair|popRS,SPECIALS,272,600.9647192,12.90949543,1.441973563,48.69,631.42,220.94,4.75,17.9,232.14,0.53,Yellow,Yellow
CONTAINER,Add Cup,R-62976,CONTAINER|Add Cup,OK - GRAB & GO,1,0,0,0,0,0,0,0,0,0,0,Green,Green
CONTAINER,Ceramic Mug,R-12404,CONTAINER|Ceramic Mug,BEVERAGE,1000,0,0,0,1,1,0,0,0.1,0.1,0,Green,Green
CONTAINER,Eco-To-Go ,R-19702,CONTAINER|Eco-To-Go ,Own Container,1000,0,0,0,1,1,0,0,0.1,0.1,0,Green,Green
CONTAINER,Own Container ,R-63845,CONTAINER|Own Container ,Own Container,1000,0,0,0,1,1,0,0,0.1,0.1,0,Green,Green
