Category,Displayed Name,ProdId,Description,SalesGroup,Weight (g),GHG Emission (g),N lost (g),Land Use (m^2),Freshwater Withdrawals (L),Stress-Weighted Water Use (L),GHG Emission (g) / 100g,N lost (g) / 100g,Freshwater Withdrawals (L) / 100g,Stress-Weighted Water Use (L) / 100g,Land Use (m^2) / 100g,GHG Only Label,Combined Label
FREE,Greens,R-45982,FREE|Greens|Five Alarm Bowl,GV FRESH FARE DAY,466,782.1892493,7.647373498,1.061304539,210.19,2375.29,167.85,1.64,45.11,509.72,0.23,Green,Green
FREE,Greens,R-55803,FREE|Greens|Five Alarm Bowl.,GV FRESH FARE DAY,466,782.1892493,7.647373498,1.061304539,210.19,2375.29,167.85,1.64,45.11,509.72,0.23,Green,Green
FREE,Greens,R-45981,FREE|Greens|Gather Bowl,GV FRESH FARE DAY,660,654.0126318,4.06434184,2.642011875,106.42,2149.67,99.09,0.62,16.12,325.71,0.4,Green,Green
FREE,Greens,R-53975,FREE|Greens|Latino Bowl,GV - CALIENTE,470,958.7926526,4.721589499,3.900293075,89.47,2800.61,204,1,19.04,595.87,0.83,Yellow,Yellow
FREE,Greens,R-53770,FREE|Greens|Marinated Tofu|,GV - DELISH,225.5,242.5674172,1.485427091,0.655164534,7,252.22,107.57,0.66,3.1,111.85,0.29,Green,Green
FREE,Greens,R-39838,FREE|Greens|Overnight Bowl,GV FRESH FARE DAY,318.28175,420.5659173,1.596620178,1.00136681,112.09,3751.47,132.14,0.5,35.22,1178.66,0.31,Green,Green
FREE,Greens,R-41813,FREE|Greens|Pacific Rim Bowl,GV GYAZA,908.4365003,755.1842531,9.060579305,1.418226036,145.03,1824.02,83.13,1,15.96,200.79,0.16,Green,Green
FREE,Greens,R-54636,FREE|Greens|Salad|Ubc Fresh,GV - DELISH,1,0.963305101,0.008459997,0.003195008,0.03,1.18,96.33,0.85,3,118,0.32,Green,Green
FREE,Greens,R-48766,FREE|Greens|Small Bowl|16oz,GV - SIDES,453.592,725.6267734,5.849022731,0.911962623,127.87,3812.2,159.97,1.29,28.19,840.45,0.2,Green,Green
FREE,Greens,R-48907,FREE|Greens|Soup|Pho Veg,GV - FLEX ASIAN NOODLE,491,392.7340125,1.926108676,0.756605561,101.21,521.09,79.99,0.39,20.61,106.13,0.15,Green,Green
FREE,Greens,R-55090,FREE|Greens|Spin Avocado Pasta,GV FRESH FARE DAY,1355,540.7413295,4.954532989,1.41769316,113.68,4012.58,39.91,0.37,8.39,296.13,0.1,Green,Green
FREE,Greens,R-53619,FREE|Greens|Thai Coconut|,GV FRESH FARE DAY,434,691.0467636,2.392510251,1.238697031,166.66,4693.56,159.23,0.55,38.4,1081.47,0.29,Green,Green
FREE,Greens,R-55273,FREE|Greens|Ultimate Veg Burge,GV FRESH FARE DAY,210.5681818,352.9700023,1.708419288,0.748688289,49.69,2697.17,167.63,0.81,23.6,1280.9,0.36,Green,Yellow
FREE,Greens,R-38537,FREE|Greens|Urban  Bowl,GV FRESH FARE DAY,494.5157507,796.2997441,7.671796558,1.735759747,137.8,1983.32,161.03,1.55,27.87,401.06,0.35,Green,Green
FREE,Greens,R-46994,FREE|Greens|Warm Rst Veg Salad,GV - DELISH,465.5,380.158197,2.596176332,0.981739142,64.84,1603.41,81.67,0.56,13.93,344.45,0.21,Green,Green
FREE,Milk Promo,R-38535,FREE|Milk Promo,BEVERAGE,231.500231,516.8242657,4.537404528,0.474575474,45.67,2263.24,223.25,1.96,19.73,977.64,0.2,Yellow,Yellow
FRUIT,Apple,R-49588,FRUIT|Apple|Ambrosia,GV - FRUIT,181.9998508,65.17414656,0.491399597,0.111019909,20.84,186.5,35.81,0.27,11.45,102.47,0.06,Green,Green
FRUIT,Apple,R-39817,FRUIT|Apple|BC Asst,GV - FRUIT,229.3897848,82.14448195,0.619352419,0.139927769,26.27,235.06,35.81,0.27,11.45,102.47,0.06,Green,Green
FRUIT,Apple,R-37832,FRUIT|Apple|Fuji 113ct,GV - FRUIT,181.9998508,65.17414656,0.491399597,0.111019909,20.84,186.5,35.81,0.27,11.45,102.47,0.06,Green,Green
FRUIT,Apple,R-13559,FRUIT|Apple|Fuji 64,GV - FRUIT,192.0001229,68.755244,0.518400332,0.117120075,21.98,196.74,35.81,0.27,11.45,102.47,0.06,Green,Green
FRUIT,Apple,R-13560,FRUIT|Apple|Gala,GV - FRUIT,181.9998508,65.17414656,0.491399597,0.111019909,20.84,186.5,35.81,0.27,11.45,102.47,0.06,Green,Green
FRUIT,Apple,R-34989,FRUIT|Apple|Golden Delicious,GV - FRUIT,168.9999932,60.51889758,0.456299982,0.103089996,19.35,173.17,35.81,0.27,11.45,102.47,0.06,Green,Green
FRUIT,Apple,R-13562,FRUIT|Apple|Granny Smith,GV - FRUIT,181.9998508,65.17414656,0.491399597,0.111019909,20.84,186.5,35.81,0.27,11.45,102.47,0.06,Green,Green
FRUIT,Apple,R-49587,FRUIT|Apple|Macintosh,GV - FRUIT,181.9998508,65.17414656,0.491399597,0.111019909,20.84,186.5,35.81,0.27,11.45,102.47,0.06,Green,Green
FRUIT,Apple,R-13563,FRUIT|Apple|Red Delicious,GV - FRUIT,181.9998508,65.17414656,0.491399597,0.111019909,20.84,186.5,35.81,0.27,11.45,102.47,0.06,Green,Green
FRUIT,Avocado,R-45802,FRUIT|Avocado,GV - FRUIT,136.0000218,58.56160937,0.367200059,0.096560015,0.48,0.64,43.06,0.27,0.35,0.47,0.07,Green,Green
FRUIT,Banana,R-13945,FRUIT|Banana,GV - FRUIT,1,0.7115,0.0027,0.00193,0,0.03,71.15,0.27,0,3,0.19,Green,Green
FRUIT,Blackberry,R-17208,FRUIT|Blackberry|Basket,GV - FRUIT,1,1.6547,0.0027,0.0007,0.4,16.25,165.47,0.27,40,1625,0.07,Green,Green
FRUIT,Blackberry,R-43299,FRUIT|Blackberry|Bskt,GV - FRUIT,1,1.6547,0.0027,0.0007,0.4,16.25,165.47,0.27,40,1625,0.07,Green,Green
FRUIT,Blueberry,R-33923,FRUIT|Blueberry|Basket,GV - FRUIT,473.17625,782.9647409,1.277575875,0.331223375,190.93,7686.8,165.47,0.27,40.35,1624.51,0.07,Green,Green
FRUIT,Blueberry,R-53152,FRUIT|Blueberry|Basket.,GV - FRUIT,473.17625,782.9647409,1.277575875,0.331223375,190.93,7686.8,165.47,0.27,40.35,1624.51,0.07,Green,Green
FRUIT,Canteloupe,R-13948,FRUIT|Canteloupe|1/4 cut,GV - FRUIT,138.0003202,59.42293786,0.372600864,0.097980227,0.48,0.65,43.06,0.27,0.35,0.47,0.07,Green,Green
FRUIT,Cup,R-34983,FRUIT|Cup|Grape,GV - FRUIT,113.398,48.8291788,0.3061746,0,0.4,0.53,43.06,0.27,0.35,0.47,0,Green,Green
FRUIT,Cup,R-13575,FRUIT|Cup|Grapes,GV - FRUIT,113.398,48.8291788,0.3061746,0.08051258,0.4,0.53,43.06,0.27,0.35,0.47,0.07,Green,Green
FRUIT,Grapefruit,R-34978,FRUIT|Grapefruit,GV - FRUIT,123.0000197,48.48660776,0.332100053,0.051660008,4.6,165.5,39.42,0.27,3.74,134.55,0.04,Green,Green
FRUIT,Honeydew 1/4 Cut,R-13576,FRUIT|Honeydew 1/4 Cut,GV - FRUIT,374.998125,161.4741926,1.012494938,0.266248669,1.31,1.76,43.06,0.27,0.35,0.47,0.07,Green,Green
FRUIT,Kiwi,R-13566,FRUIT|Kiwi,GV - FRUIT,69.00001725,29.71140743,0.186300047,0.048990012,0.24,0.32,43.06,0.27,0.35,0.46,0.07,Green,Green
FRUIT,Lemon,R-38544,FRUIT|Lemon,GV - FRUIT,84.00001344,33.1128053,0.226800036,0.035280006,3.14,113.02,39.42,0.27,3.74,134.55,0.04,Green,Green
FRUIT,Lime,R-42550,FRUIT|Lime,GV - FRUIT,67.00001407,26.41140555,0.180900038,0.028140006,2.51,90.15,39.42,0.27,3.75,134.55,0.04,Green,Green
FRUIT,Mandarin,R-46333,FRUIT|Mandarin,GV - FRUIT,100,39.42,0.27,0.042,3.74,134.55,39.42,0.27,3.74,134.55,0.04,Green,Green
FRUIT,Nectarine,R-46351,FRUIT|Nectarine,GV - FRUIT,142.000071,61.14523057,0.383400192,0.10082005,0.5,0.67,43.06,0.27,0.35,0.47,0.07,Green,Green
FRUIT,Orange Cut,R-40891,FRUIT|Orange Cut,GV - FRUIT,132.999962,51.64018502,0.353699897,0.055019984,4.9,176.26,38.83,0.27,3.68,132.53,0.04,Green,Green
FRUIT,Orange Whole,R-13564,FRUIT|Orange Whole,GV - FRUIT,130.999962,51.64018502,0.353699897,0.055019984,4.9,176.26,39.42,0.27,3.74,134.55,0.04,Green,Green
FRUIT,Peach,R-17222,FRUIT|Peach,GV - FRUIT,149.999925,64.58996771,0.404999798,0.106499947,0.52,0.7,43.06,0.27,0.35,0.47,0.07,Green,Green
FRUIT,Pear,R-16953,FRUIT|Pear|Asian,GV - FRUIT,275.000275,118.4151184,0.742500743,0.195250195,0.96,1.29,43.06,0.27,0.35,0.47,0.07,Green,Green
FRUIT,Pear,R-16240,FRUIT|Pear|Bartlet,GV - FRUIT,177.9999217,76.64676628,0.480599789,0.126379944,0.62,0.84,43.06,0.27,0.35,0.47,0.07,Green,Green
FRUIT,Pear,R-21814,FRUIT|Pear|Red Anjous,GV - FRUIT,201.999798,86.98111302,0.545399455,0.143419857,0.71,0.95,43.06,0.27,0.35,0.47,0.07,Green,Green
FRUIT,Plum,R-46344,FRUIT|Plum,GV - FRUIT,1,0.4306,0.0027,0.00071,0,0,43.06,0.27,0,0,0.07,Green,Green
FRUIT,Pomegranate,R-41020,FRUIT|Pomegranate,GV - FRUIT,281.9999436,121.4291757,0.761399848,0.20021996,0.99,1.33,43.06,0.27,0.35,0.47,0.07,Green,Green
FRUIT,Raspberry,R-17207,FRUIT|Raspberry|Basket,GV - FRUIT,311.9998253,516.2661109,0.842399528,0.218399878,125.89,5068.47,165.47,0.27,40.35,1624.51,0.07,Green,Green
FRUIT,Strawberry,R-17206,FRUIT|Strawberry|Basket,GV - FRUIT,453.592,750.5586824,1.2246984,0.3175144,183.02,7368.65,165.47,0.27,40.35,1624.51,0.07,Green,Green
FRUIT,Strawberry,R-46346,FRUIT|Strawberry|Clam,GV - FRUIT,453.592,750.5586824,1.2246984,0.3175144,183.02,7368.65,165.47,0.27,40.35,1624.51,0.07,Green,Green
FRUIT,Watermelon Slice,R-45979,FRUIT|Watermelon Slice,GV - FRUIT,224,96.4544,0.6048,0.15904,0.78,1.05,43.06,0.27,0.35,0.47,0.07,Green,Green
G&G ,Chicken Alfredo,R-54833,G&G |Chicken Alfredo| Packaged,SPECIALS,471.796,1232.52268,20.67457822,2.47879951,170.81,5572.02,261.24,4.38,36.2,1181.02,0.53,Yellow,Yellow
G&G ,Pasta Tomato Sauce,R-56032,G&G |Pasta Tomato Sauce|Pack,SPECIALS,328.827875,505.258351,4.758573599,0.918634007,88.03,3817.81,153.65,1.45,26.77,1161.04,0.28,Green,Yellow
G&G ,Penne Alfredo,R-54670,G&G |Penne Alfredo| Packaged,GV - GRAB & GO,350.1455,694.8906364,6.856015143,1.146106709,122.66,5283.53,198.46,1.96,35.03,1508.95,0.33,Yellow,Yellow
G&G,Antipasto,R-56123,G&G|Antipasto|SPEC,GV - GRAB & GO,201,1069.963428,11.16566444,2.994045752,156.66,6181.16,532.32,5.56,77.94,3075.2,1.49,Red,Red
G&G,Bagel Asst,R-13164,G&G|Bagel Asst,GV - GRAB & GO,1,1.5225,0.0148,0.00489,0.42,12.82,152.25,1.48,42,1282,0.49,Green,Yellow
G&G,Bar,R-49556,G&G|Bar|Apple Cinn|Made Good,GV - GRAB & GO,1,2.3017,0.00675,0.00694,0.67,24.46,230.17,0.68,67,2446,0.69,Yellow,Yellow
G&G,Bar,R-54032,G&G|Bar|Camino|Bitter Sweet,GV - GRAB & GO,1,0,0,0,0,0,0,0,0,0,0,Green,Green
G&G,Bar,R-54030,G&G|Bar|Camino|Espresso,GV - GRAB & GO,1,0,0,0,0,0,0,0,0,0,0,Green,Green
G&G,Bar,R-54026,G&G|Bar|Camino|Milk,GV - GRAB & GO,1,0,0,0,0,0,0,0,0,0,0,Green,Green
G&G,Bar,R-54031,G&G|Bar|Camino|Salted Caramel,GV - GRAB & GO,1,0,0,0,0,0,0,0,0,0,0,Green,Green
G&G,Bar,R-49594,G&G|Bar|Granola|Mini Apple Cin,GV - GRAB & GO,1,2.3017,0.00675,0.00694,0.67,24.46,230.17,0.68,67,2446,0.69,Yellow,Yellow
G&G,Bar,R-47002,G&G|Bar|Kashi|Chocolate Banana,GV - GRAB & GO,1,0,0,0,0,0,0,0,0,0,0,Green,Green
G&G,Bar,R-47003,G&G|Bar|Kashi|Espresso Choco,GV - GRAB & GO,1,0,0,0,0,0,0,0,0,0,0,Green,Green
G&G,Bar,R-47005,G&G|Bar|Kashi|Pistachio Fig,GV - GRAB & GO,1,0,0,0,0,0,0,0,0,0,0,Green,Green
G&G,Bar,R-47004,G&G|Bar|Kashi|Raspberry Choco,GV - GRAB & GO,1,0,0,0,0,0,0,0,0,0,0,Green,Green
G&G,Bar,R-42266,G&G|Bar|Kind| Almond Caramel,GV - GRAB & GO,40,171.416,0.488,0.2768,72.93,5174.57,428.54,1.22,182.32,12936.42,0.69,Red,Red
G&G,Bar,R-49856,G&G|Bar|Kind| Almond Coconut,GV - GRAB & GO,11,47.1394,0.1342,0.07612,20.06,1423.01,428.54,1.22,182.36,12936.45,0.69,Red,Red
G&G,Bar,R-41889,G&G|Bar|Kind| Almond Mocha ,GV - GRAB & GO,11,47.1394,0.1342,0.07612,20.06,1423.01,428.54,1.22,182.36,12936.45,0.69,Red,Red
G&G,Bar,R-49770,G&G|Bar|Kind| Honey Roast Nut,GV - GRAB & GO,40,171.416,0.488,0.2768,72.93,5174.57,428.54,1.22,182.32,12936.42,0.69,Red,Red
G&G,Bar,R-41599,G&G|Bar|Kind|Almond Coconut,GV - GRAB & GO,11,47.1394,0.1342,0.07612,20.06,1423.01,428.54,1.22,182.36,12936.45,0.69,Red,Red
G&G,Bar,R-52238,G&G|Bar|Kind|Almond Mint ,GV - GRAB & GO,11,47.1394,0.1342,0.07612,20.06,1423.01,428.54,1.22,182.36,12936.45,0.69,Red,Red
G&G,Bar,R-41833,G&G|Bar|Kind|Almond Sea Salt ,GV - GRAB & GO,1,0,0,0,0,0,0,0,0,0,0,Green,Green
G&G,Bar,R-41888,G&G|Bar|Kind|Cashew Blueberry,GV - GRAB & GO,1,0,0,0,0,0,0,0,0,0,0,Green,Green
G&G,Bar,R-52641,G&G|Bar|Kind|Cashew Raspberry,GV - GRAB & GO,1,0,0,0,0,0,0,0,0,0,0,Green,Green
G&G,Bar,R-52642,G&G|Bar|Kind|Chia Apple Strawb,GV - GRAB & GO,1,0,0,0,0,0,0,0,0,0,0,Green,Green
G&G,Bar,R-55425,G&G|Bar|Kind|Chia Mango Apple ,GV - GRAB & GO,1,0,0,0,0,0,0,0,0,0,0,Green,Green
G&G,Bar,R-41890,G&G|Bar|Kind|Dark Choc Cherry,GV - GRAB & GO,1,0,0,0,0,0,0,0,0,0,0,Green,Green
G&G,Bar,R-49718,G&G|Bar|Kind|Fruit & Nut,GV - GRAB & GO,1,0,0,0,0,0,0,0,0,0,0,Green,Green
G&G,Bar,R-49833,G&G|Bar|Kind|Maple Glaze Pecan,GV - GRAB & GO,1,0,0,0,0,0,0,0,0,0,0,Green,Green
G&G,Bar,R-41832,G&G|Bar|Kind|Peanut Butter ,GV - GRAB & GO,1,0,0,0,0,0,0,0,0,0,0,Green,Green
G&G,Bar,R-19985,G&G|Bar|Nature's Path||Asst,GV - GRAB & GO,1,2.3017,0.00675,0.00694,0.67,24.46,230.17,0.68,67,2446,0.69,Yellow,Yellow
G&G,Bar,R-56013,G&G|Bar|Nature|Mixed Nut,GV - GRAB & GO,1,4.2854,0.0122,0.00692,1.82,129.36,428.54,1.22,182,12936,0.69,Red,Red
G&G,Bar,R-56012,G&G|Bar|Nature|Trail Fruit Nut,GV - GRAB & GO,35,149.989,0.427,0.2422,63.82,4527.75,428.54,1.22,182.34,12936.43,0.69,Red,Red
G&G,Bar,R-45970,G&G|Bar|Nutrigrain|Blueberry,GV - GRAB & GO,1,0,0,0,0,0,0,0,0,0,0,Green,Green
G&G,Bar,R-52650,G&G|Bar|Nutrigrain|Mixed Berry,GV - GRAB & GO,1,0,0,0,0,0,0,0,0,0,0,Green,Green
G&G,Bar,R-16249,G&G|Bar|Solo|Asst,GV - GRAB & GO,1,0,0,0,0,0,0,0,0,0,0,Green,Green
G&G,Bar,R-38264,G&G|Bar|Solo|Chocolate,GV - GRAB & GO,1,0,0,0,0,0,0,0,0,0,0,Green,Green
G&G,Bar,R-55274,G&G|Bar|Solo|Chocolate Brownie,GV - GRAB & GO,1,1.5225,0.0148,0.00489,0.42,12.82,152.25,1.48,42,1282,0.49,Green,Yellow
G&G,Bar,R-38542,G&G|Bar|Solo|Chocolate Coconut,GV - GRAB & GO,1,0,0,0,0,0,0,0,0,0,0,Green,Green
G&G,Bar,R-38543,G&G|Bar|Solo|ChocolateMandarin,GV - GRAB & GO,1,0,0,0,0,0,0,0,0,0,0,Green,Green
G&G,Bar,R-38536,G&G|Bar|Solo|Lemon Lift,GV - GRAB & GO,1,0,0,0,0,0,0,0,0,0,0,Green,Green
G&G,Bar,R-38263,G&G|Bar|Solo|Mocha Fudge,GV - GRAB & GO,1,0,0,0,0,0,0,0,0,0,0,Green,Green
G&G,Bar,R-38545,G&G|Bar|Solo|Peanut Butter,GV - GRAB & GO,1,0,0,0,0,0,0,0,0,0,0,Green,Green
G&G,Bar,R-54631,G&G|Bar|Solo|Peanut Caramel ,GV - GRAB & GO,1,0,0,0,0,0,0,0,0,0,0,Green,Green
G&G,Bar,R-55416,G&G|Bar|Solo|Peanut Caramel.,GV - GRAB & GO,1,0,0,0,0,0,0,0,0,0,0,Green,Green
G&G,Bar,R-38270,G&G|Bar|Solo|Peanut Power,GV - GRAB & GO,1,0,0,0,0,0,0,0,0,0,0,Green,Green
G&G,Bar,R-38541,G&G|Bar|Solo|White Chocolate,GV - GRAB & GO,1,0,0,0,0,0,0,0,0,0,0,Green,Green
G&G,Biscuit,R-64334,G&G|Biscuit|Ham & Cheese|HC,GV - GRAB & GO,45.25,444.875375,6.0092,0.951155,81.92,2454.48,983.15,13.28,181.04,5424.27,2.1,Red,Red
G&G,Blackberry Tart,R-64899,G&G|Blackberry Tart|Uncle Ed,GV - GRAB & GO,51.5,69.89148061,0.128954082,0.044278878,15.03,595.5,135.71,0.25,29.18,1156.31,0.09,Green,Green
G&G,Box,R-49032,G&G|Box|Valentine's,GV - GRAB & GO,3,4.5675,0.0444,0.01467,1.26,38.47,152.25,1.48,42,1282.33,0.49,Green,Yellow
G&G,Bread Pudding,R-53421,G&G|Bread Pudding|SPEC,GV - GRAB & GO,200,84.57527328,0.947881827,0.164981819,10.24,299.52,42.29,0.47,5.12,149.76,0.08,Green,Green
G&G,Brownie 2-Bite,R-65760,G&G|Brownie 2-Bite|Bulk,GV - GRAB & GO,15,22.8375,0.222,0.07335,6.29,192.33,152.25,1.48,41.93,1282.2,0.49,Green,Yellow
G&G,Burrito veg,R-55999,G&G|Burrito veg|SP,GV - GRAB & GO,306,357.1460968,2.488679415,0.45621688,117.11,1401.43,116.71,0.81,38.27,457.98,0.15,Green,Green
G&G,Cakes Hearts(2),R-49033,G&G|Cakes Hearts(2),GV - GRAB & GO,1000,0,0,0,0.11,0.11,0,0,0.01,0.01,0,Green,Green
G&G,Cakes Hearts(4),R-49034,G&G|Cakes Hearts(4),GV - GRAB & GO,1000,0,0,0,0.11,0.11,0,0,0.01,0.01,0,Green,Green
G&G,Cereal Cold,R-14081,G&G|Cereal Cold|Large| & Milk,GV - GRAB & GO,410.7743333,660.9819258,4.469960267,0.36375405,156.68,2956.93,160.91,1.09,38.14,719.84,0.09,Green,Green
G&G,Cereal Cold,R-14080,G&G|Cereal Cold|Large|Dry,GV - GRAB & GO,233.3333333,264.8448933,0.992116667,0.584449333,121.67,1222.19,113.5,0.43,52.14,523.8,0.25,Green,Green
G&G,Cereal Cold,R-14079,G&G|Cereal Cold|Small| & Milk,GV - GRAB & GO,234.9606667,396.5138017,2.814620733,0.2425027,84.17,1767.59,168.76,1.2,35.82,752.29,0.1,Green,Green
G&G,Cereal Cold,R-14078,G&G|Cereal Cold|Small|Dry,GV - GRAB & GO,116.6666667,132.4224467,0.496058333,0.292224667,60.84,611.1,113.5,0.43,52.15,523.8,0.25,Green,Green
G&G,Cereal Hot,R-31287,G&G|Cereal Hot|Congee,GV - GRAB & GO,275,82.99799949,0.204699792,0,46.47,136.29,30.18,0.07,16.9,49.56,0,Green,Green
G&G,Cereal,R-56311,G&G|Cereal|Bear Naked|FruitNut,GV - GRAB & GO,340.194,1457.867368,4.1503668,2.35414248,620.28,44008.96,428.54,1.22,182.33,12936.43,0.69,Red,Red
G&G,Chicken Breast,R-30954,G&G|Chicken Breast,GV - GRAB & GO,130,584.0714683,14.55526236,1.605356783,46.21,47.31,449.29,11.2,35.55,36.39,1.23,Red,Red
G&G,Chicken Stirfry,R-56411,G&G|Chicken Stirfry|Tv Dinner,GV - GRAB & GO,400,1049.202028,22.24974889,2.337198318,172.69,995.43,262.3,5.56,43.17,248.86,0.58,Yellow,Yellow
G&G,Chips Coconut,R-49350,G&G|Chips Coconut|Blue Monkey,GV - GRAB & GO,1,1.5225,0.0148,0.00489,0.42,12.82,152.25,1.48,42,1282,0.49,Green,Yellow
G&G,Chips,R-39819,G&G|Chips|Hardbite|Bbq,GV - GRAB & GO,1,0.397,0.005,0.00052,0,0.08,39.7,0.5,0,8,0.05,Green,Green
G&G,Chips,R-63856,G&G|Chips|Hardbite|Beet|150g,GV - GRAB & GO,1,0.397,0.005,0.00052,0,0.08,39.7,0.5,0,8,0.05,Green,Green
G&G,Chips,R-39820,G&G|Chips|Hardbite|Jalapeno,GV - GRAB & GO,1,0.397,0.005,0.00052,0,0.08,39.7,0.5,0,8,0.05,Green,Green
G&G,Chips,R-39823,G&G|Chips|Hardbite|Natural,GV - GRAB & GO,1,0.397,0.005,0.00052,0,0.08,39.7,0.5,0,8,0.05,Green,Green
G&G,Chips,R-39821,G&G|Chips|Hardbite|Rocksalt,GV - GRAB & GO,50,19.85,0.25,0.026,0.13,3.92,39.7,0.5,0.26,7.84,0.05,Green,Green
G&G,Chips,R-39822,G&G|Chips|Hardbite|Wild Onion,GV - GRAB & GO,1,0.397,0.005,0.00052,0,0.08,39.7,0.5,0,8,0.05,Green,Green
G&G,Chips,R-49342,G&G|Chips|Que Pasa|Tortilla,GV - GRAB & GO,1,0.397,0.005,0.00052,0,0.08,39.7,0.5,0,8,0.05,Green,Green
G&G,Chips,R-49340,G&G|Chips|Sun|Cheddar,GV - GRAB & GO,1,0.397,0.005,0.00052,0,0.08,39.7,0.5,0,8,0.05,Green,Green
G&G,Chips,R-49339,G&G|Chips|Sun|Onion,GV - GRAB & GO,1,0.397,0.005,0.00052,0,0.08,39.7,0.5,0,8,0.05,Green,Green
G&G,Chips,R-49341,G&G|Chips|Sun|Salsa,GV - GRAB & GO,1,0.397,0.005,0.00052,0,0.08,39.7,0.5,0,8,0.05,Green,Green
G&G,Chips,R-47535,G&G|Chips|Taro House-Made,GV - GRAB & GO,175,160.0251053,1.025104853,0.431990476,3.66,127.42,91.44,0.59,2.09,72.81,0.25,Green,Green
G&G,Chips,R-49343,G&G|Chips|Terra|Exotic Veg,GV - GRAB & GO,1,0.397,0.005,0.00052,0,0.08,39.7,0.5,0,8,0.05,Green,Green
G&G,Chips,R-53236,G&G|Chips|Terra|Original|170g,GV - GRAB & GO,1,0.397,0.005,0.00052,0,0.08,39.7,0.5,0,8,0.05,Green,Green
G&G,Choc Cheese Cake Portioned,R-55704,G&G|Choc Cheese Cake Portioned,GV - GRAB & GO,179.4722222,894.9769017,7.072736905,1.802946552,106.78,5416.93,498.67,3.94,59.5,3018.26,1,Red,Red
G&G,Choc Cheese Cake,R-55492,G&G|Choc Cheese Cake|Uncle Ed,GV - GRAB & GO,179.4722222,894.9769017,7.072736905,1.802946552,106.78,5416.93,498.67,3.94,59.5,3018.26,1,Red,Red
G&G,Choc Rice Pudding,R-66126,G&G|Choc Rice Pudding|Uncle Ed,GV - GRAB & GO,250,711.630125,1.759875,2.5507125,62.99,1427.82,284.65,0.7,25.2,571.13,1.02,Yellow,Yellow
G&G,Choco Nut Bark,R-65777,G&G|Choco Nut Bark|Uncle ED,GV - DESSERT,150,997.1660526,0.301282895,6.492315789,9.53,531.3,664.78,0.2,6.35,354.2,4.33,Red,Red
G&G,Chocolate Parfait,R-55974,G&G|Chocolate Parfait|Pudding,GV - GRAB & GO,180,1333.238777,12.01082401,1.402815329,139.06,7297.75,740.69,6.67,77.26,4054.31,0.78,Red,Red
G&G,Choriza Penne,R-56389,G&G|Choriza Penne|Packaged,GV - GRAB & GO,596.796,1883.951725,23.62252064,3.699189709,343.75,11794.19,315.68,3.96,57.6,1976.25,0.62,Yellow,Red
G&G,Chorizo Lasagna,R-65792,G&G|Chorizo Lasagna|pkg,GV - FLEX BC,303,1493.03734,17.3751492,2.677601786,257.16,10247.25,492.75,5.73,84.87,3381.93,0.88,Red,Red
G&G,Cinnamon Bun,R-54632,G&G|Cinnamon Bun|Mini (4),GV - GRAB & GO,4,6.09,0.0592,0.01956,1.68,51.29,152.25,1.48,42,1282.25,0.49,Green,Yellow
G&G,Cinnamon Bun,R-54462,G&G|Cinnamon Bun|Mini (6),GV - GRAB & GO,6,9.135,0.0888,0.02934,2.52,76.93,152.25,1.48,42,1282.17,0.49,Green,Yellow
G&G,Coconut Cluster,R-42268,G&G|Coconut Cluster|Cranberry,GV - GRAB & GO,1,0,0,0,0,0,0,0,0,0,0,Green,Green
G&G,Coconut Cluster,R-42269,G&G|Coconut Cluster|Dark Choco,GV - GRAB & GO,1,0,0,0,0,0,0,0,0,0,0,Green,Green
G&G,Coconut Cluster,R-46995,G&G|Coconut Cluster|Pumpkin,GV - GRAB & GO,1,1.6414,0,0.00239,0.01,0.07,164.14,0,1,7,0.24,Green,Green
G&G,Coconut Cluster,R-42270,G&G|Coconut Cluster|Super Seed,GV - GRAB & GO,1,0,0,0,0,0,0,0,0,0,0,Green,Green
G&G,Cornbread,R-53835,G&G|Cornbread|Ed,GV - BAKERY,100.4888889,294.8924755,2.616590482,0.416290234,29.6,1218.86,293.46,2.6,29.46,1212.93,0.41,Yellow,Yellow
G&G,Croissant,R-47288,G&G|Croissant|Almond,GV - GRAB & GO,1,1.5225,0.0148,0.00489,0.42,12.82,152.25,1.48,42,1282,0.49,Green,Yellow
G&G,Croissant,R-45803,G&G|Croissant|Cheese,GV - GRAB & GO,1,1.5225,0.0148,0.00489,0.42,12.82,152.25,1.48,42,1282,0.49,Green,Yellow
G&G,Croissant,R-13161,G&G|Croissant|Chocolate,GV - GRAB & GO,1,1.5225,0.0148,0.00489,0.42,12.82,152.25,1.48,42,1282,0.49,Green,Yellow
G&G,Croissant,R-54319,G&G|Croissant|Chocolate|Mini 6,GV - GRAB & GO,6,9.135,0.0888,0.02934,2.52,76.93,152.25,1.48,42,1282.17,0.49,Green,Yellow
G&G,Croissant,R-32328,G&G|Croissant|Ham & Cheese,GV - GRAB & GO,1,0,0,0,0,0,0,0,0,0,0,Green,Green
G&G,Croissant,R-30945,G&G|Croissant|Multigrain,GV - GRAB & GO,1,1.5225,0.0148,0.00489,0.42,12.82,152.25,1.48,42,1282,0.49,Green,Yellow
G&G,Croissant,R-13160,G&G|Croissant|Plain,GV - GRAB & GO,78.00001716,118.7550261,1.154400254,0.381420084,32.7,1000.09,152.25,1.48,41.92,1282.17,0.49,Green,Yellow
